# Quantum Classical Visibility
AB 2212 1024 -0.7345
AC 2521 2475 0.1858
AD 624 653 0.1883
BC 9075 1.326e+04 0.4501
BD 2337 3528 0.4616
CD 3116 1240 -0.9837
