# Quantum Classical Visibility
AB 1.605e+04 1.245e+04 0.06697
AC 841 433 -0.3612
AD 18 13 0.0001
BC 1.953e+04 1.373e+04 0.001
BD 223 134 -0
CD 16 7 -0
