# Quantum Classical Visibility
AB 304 1667 0.7839
AC 3607 3236 -0.3563
AD 348 288 -0.3285
BC 1.935e+04 2.572e+04 0.1698
BD 1744 2355 0.1608
CD 561 301 -0.9884
