# Quantum Classical Visibility
AB 1191 1043 0.1346
AC 3826 5701 0.5185
AD 1.47e+04 1.034e+04 -0.05196
BC 3972 2381 -0.2682
BD 4487 4231 0.2122
CD 5344 5609 0.3035
