
# Curve 0 of 1, 100 points
# Curve title: "phiminus(x)"
# x y type
 0 -9.30637  i
 3.63636 -10.0047  i
 7.27273 -10.712  i
 10.9091 -11.4254  i
 14.5455 -12.142  i
 18.1818 -12.859  i
 21.8182 -13.5734  i
 25.4545 -14.2825  i
 29.0909 -14.9832  i
 32.7273 -15.6729  i
 36.3636 -16.3487  i
 40 -17.0079  i
 43.6364 -17.6479  i
 47.2727 -18.266  i
 50.9091 -18.8599  i
 54.5455 -19.427  i
 58.1818 -19.9651  i
 61.8182 -20.4721  i
 65.4545 -20.9459  i
 69.0909 -21.3846  i
 72.7273 -21.7865  i
 76.3636 -22.1498  i
 80 -22.4732  i
 83.6364 -22.7554  i
 87.2727 -22.9951  i
 90.9091 -23.1916  i
 94.5455 -23.3438  i
 98.1818 -23.4513  i
 101.818 -23.5137  i
 105.455 -23.5305  i
 109.091 -23.5019  i
 112.727 -23.4279  i
 116.364 -23.3088  i
 120 -23.145  i
 123.636 -22.9374  i
 127.273 -22.6866  i
 130.909 -22.3936  i
 134.545 -22.0598  i
 138.182 -21.6864  i
 141.818 -21.2748  i
 145.455 -20.8269  i
 149.091 -20.3443  i
 152.727 -19.8291  i
 156.364 -19.2833  i
 160 -18.709  i
 163.636 -18.1087  i
 167.273 -17.4846  i
 170.909 -16.8395  i
 174.545 -16.1757  i
 178.182 -15.4961  i
 181.818 -14.8033  i
 185.455 -14.1001  i
 189.091 -13.3894  i
 192.727 -12.674  i
 196.364 -11.9569  i
 200 -11.2408  i
 203.636 -10.5287  i
 207.273 -9.82344  i
 210.909 -9.12787  i
 214.545 -8.4448  i
 218.182 -7.77695  i
 221.818 -7.12704  i
 225.455 -6.49767  i
 229.091 -5.89137  i
 232.727 -5.3106  i
 236.364 -4.75768  i
 240 -4.23484  i
 243.636 -3.74419  i
 247.273 -3.28771  i
 250.909 -2.86723  i
 254.545 -2.48444  i
 258.182 -2.14089  i
 261.818 -1.83796  i
 265.455 -1.57687  i
 269.091 -1.35868  i
 272.727 -1.18425  i
 276.364 -1.0543  i
 280 -0.969336  i
 283.636 -0.929715  i
 287.273 -0.93559  i
 290.909 -0.98694  i
 294.545 -1.08356  i
 298.182 -1.22505  i
 301.818 -1.41085  i
 305.455 -1.64021  i
 309.091 -1.91221  i
 312.727 -2.22575  i
 316.364 -2.57957  i
 320 -2.97224  i
 323.636 -3.40218  i
 327.273 -3.86767  i
 330.909 -4.36682  i
 334.545 -4.89763  i
 338.182 -5.45796  i
 341.818 -6.04555  i
 345.455 -6.65805  i
 349.091 -7.29297  i
 352.727 -7.94776  i
 356.364 -8.6198  i
 360 -9.30637  i

