12.80000	4485	3338	4491	4203	4485	4491	3338	4203	0	0	1	0	0	0	0	0	1	0	0	0	0	0
12.82000	152770	194365	46051	89920	152770	46051	194365	89920	33	19	17	8	12	19	19	0	17	18	0	0	0	0
12.84000	195165	249364	58057	114134	195165	58057	249364	114134	40	15	16	7	11	19	21	0	16	18	0	0	0	0
12.86000	164332	90813	123492	116776	164332	123492	90813	116776	149	124	120	63	105	126	24	0	121	125	0	0	0	0
12.88000	152853	49252	133344	114478	152853	133344	49252	114478	6	20	6	12	10	7	19	0	4	18	0	0	0	0
12.90000	310625	253933	179866	205328	310625	179866	253933	205328	3511	2919	2689	1493	2627	2435	64	0	2687	2914	0	0	0	0
12.92000	342799	293440	189926	223542	342799	189926	293440	223542	4259	3462	3305	1856	3040	3014	84	0	3306	3462	0	0	0	0
12.94000	343803	295510	191470	224588	343803	191470	295510	224588	4087	3441	3251	1899	3150	2980	91	0	3248	3437	0	0	0	0
12.96000	344551	295187	191099	226431	344551	191099	295187	226431	4297	3508	3250	1926	3189	2999	59	0	3251	3511	0	0	0	0
12.98000	345144	294791	192363	225781	345144	192363	294791	225781	4299	3527	3364	2035	3095	2989	70	0	3362	3528	0	0	0	0
13.00000	346251	296008	192890	226740	346251	192890	296008	226740	4286	3677	3388	1982	3108	3120	91	0	3381	3684	0	0	0	0
13.02000	346998	295981	193749	226875	346998	193749	295981	226875	4377	3482	3327	1950	3276	3158	81	0	3326	3481	0	0	0	0
13.04000	347753	296718	194219	227531	347752	194219	296718	227531	4350	3709	3264	1970	3291	3161	64	0	3264	3716	0	0	0	0
13.06000	348591	296903	194601	229340	348591	194601	296903	229340	4305	3753	3355	2004	3253	3201	78	0	3351	3752	0	0	0	0
13.08000	347916	297011	196305	229705	347916	196305	297011	229705	4392	3605	3401	1968	3269	3239	69	0	3400	3600	0	0	0	0
13.10000	351146	296687	197299	230536	351146	197299	296687	230536	4581	3735	3441	1949	3354	3204	74	0	3440	3732	0	0	0	0
13.12000	349803	297201	200067	228674	349803	200067	297201	228674	4590	3717	3543	2080	3431	3220	81	0	3539	3714	0	0	0	0
13.14000	351186	298236	199323	231207	351186	199323	298236	231207	4581	3808	3498	2011	3372	3199	73	0	3501	3802	0	0	0	0
13.16000	351185	297851	200367	231441	351185	200367	297851	231441	4418	3774	3568	2026	3295	3250	59	0	3568	3777	0	0	0	0
13.18000	353613	297631	199481	232777	353613	199481	297631	232777	4703	3958	3461	2098	3386	3402	73	0	3462	3955	0	0	0	0
13.20000	353496	298960	201685	233564	353496	201685	298960	233564	4666	3717	3694	2135	3437	3366	87	0	3693	3716	0	0	0	0
13.22000	354005	298416	201350	232640	354005	201350	298416	232640	4708	3775	3614	2099	3424	3244	73	0	3607	3772	0	0	0	0
13.24000	355892	299866	201947	234584	355892	201947	299866	234584	4749	3982	3705	2129	3354	3336	88	0	3706	3980	0	0	0	0
13.26000	357001	297954	202252	234924	357001	202252	297954	234924	4753	3828	3631	2092	3514	3294	90	0	3630	3829	0	0	0	0
13.28000	355999	299302	202756	235899	355999	202756	299302	235899	4788	3946	3521	2039	3650	3503	75	0	3514	3952	0	0	0	0
13.30000	357718	301135	205747	235033	357718	205747	301135	235033	4933	3758	3664	2059	3596	3468	89	0	3657	3764	0	0	0	0
13.32000	358310	299118	205039	235667	358310	205039	299118	235667	4678	3790	3587	2071	3737	3457	93	0	3582	3790	0	0	0	0
13.34000	358561	299719	207826	234815	358560	207826	299719	234815	4697	3756	3767	2110	3827	3411	88	0	3767	3750	0	0	0	0
13.36000	359299	299958	205900	236876	359299	205900	299958	236876	4808	3907	3726	2100	3695	3465	88	0	3722	3909	0	0	0	0
13.38000	361158	299421	206300	238877	361158	206300	299421	238877	4990	3929	3677	2116	3778	3504	91	0	3678	3925	0	0	0	0
13.40000	359173	300160	208709	236405	359173	208709	300160	236405	4899	3901	3747	2225	3661	3485	98	0	3750	3900	0	0	0	0
13.42000	360703	300971	208434	237603	360703	208434	300971	237603	4867	4038	3727	2166	3625	3505	97	0	3721	4033	0	0	0	0
13.44000	360630	301352	209574	238015	360631	209574	301352	238015	4897	4132	3857	2102	3611	3553	96	0	3855	4136	0	0	0	0
13.46000	362201	300057	208680	239324	362201	208680	300057	239324	4927	4172	3781	2182	3551	3588	82	0	3781	4166	0	0	0	0
