AG 1
BG 1
CG 1
DG 1
EG 1
FG -1
GH 0
GI -1
GJ -1
GK -1
GL 1
GM -1
GN -1
GO 1
GJ 1
GK 1
GL 1
GM 1
GN 1
GO 0
