+0.080965 +0.105949 +0.046420 +0.113668 +0.269789 +0.232686 +0.117191 +0.033332 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000
+0.095744 +0.060407 +0.177721 +0.255338 +0.086337 +0.089837 +0.129643 +0.082093 +0.022879 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000
+0.053769 +0.194966 +0.218583 +0.119113 +0.077143 +0.000000 +0.081273 +0.138760 +0.087192 +0.029201 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000
+0.118665 +0.256262 +0.119672 +0.045498 +0.034268 +0.085161 +0.000000 +0.071456 +0.133667 +0.095788 +0.036835 +0.002728 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000
+0.259926 +0.096318 +0.083530 +0.039365 +0.060351 +0.021975 +0.089253 +0.000000 +0.060040 +0.137534 +0.107393 +0.043438 +0.000876 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000
+0.241084 +0.094458 +0.000000 +0.092580 +0.026367 +0.055442 +0.021830 +0.100273 +0.000000 +0.054139 +0.149694 +0.121975 +0.041937 +0.000221 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000
+0.119952 +0.107885 +0.081582 +0.000000 +0.094960 +0.024722 +0.071568 +0.014475 +0.111514 +0.009113 +0.047728 +0.159105 +0.122261 +0.035134 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000
+0.029895 +0.064811 +0.142678 +0.068094 +0.000000 +0.103940 +0.012196 +0.088956 +0.002845 +0.114931 +0.013527 +0.041142 +0.157054 +0.117056 +0.042874 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000
+0.000000 +0.018944 +0.095520 +0.131458 +0.055912 +0.000000 +0.110216 +0.000206 +0.108234 +0.000000 +0.109127 +0.023717 +0.038654 +0.146816 +0.126048 +0.035070 +0.000079 +0.000000 +0.000000 +0.000000 +0.000000
+0.000000 +0.000000 +0.033545 +0.092055 +0.139109 +0.056826 +0.011474 +0.115862 +0.000000 +0.109853 +0.000000 +0.099137 +0.018570 +0.029162 +0.148096 +0.105907 +0.040404 +0.000000 +0.000000 +0.000000 +0.000000
+0.000000 +0.000000 +0.000749 +0.037980 +0.111820 +0.156317 +0.044281 +0.015953 +0.105780 +0.000000 +0.087639 +0.000000 +0.092033 +0.011330 +0.042940 +0.146289 +0.109648 +0.037241 +0.000000 +0.000000 +0.000000
+0.000000 +0.000000 +0.000000 +0.004852 +0.043945 +0.126642 +0.153096 +0.039006 +0.014104 +0.092062 +0.000000 +0.078784 +0.000000 +0.102297 +0.007444 +0.052124 +0.146657 +0.103810 +0.035178 +0.000000 +0.000000
+0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.046367 +0.118989 +0.152085 +0.042354 +0.014474 +0.088246 +0.000000 +0.087888 +0.000000 +0.107392 +0.000000 +0.063384 +0.151825 +0.102988 +0.024007 +0.000000
+0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.038988 +0.112544 +0.153552 +0.036453 +0.008559 +0.096403 +0.000000 +0.080706 +0.013103 +0.092185 +0.000000 +0.081083 +0.161904 +0.094537 +0.029984
+0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.033601 +0.116218 +0.149956 +0.039151 +0.001015 +0.093107 +0.009225 +0.070036 +0.021200 +0.086828 +0.000000 +0.095458 +0.157715 +0.126491
+0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.001396 +0.038375 +0.109191 +0.138982 +0.048571 +0.000496 +0.101086 +0.021897 +0.048981 +0.032696 +0.086753 +0.000000 +0.116528 +0.255048
+0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.003247 +0.042001 +0.121919 +0.143161 +0.070541 +0.000000 +0.088576 +0.031782 +0.046665 +0.038028 +0.083549 +0.085562 +0.244970
+0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.005236 +0.044716 +0.100431 +0.144544 +0.080328 +0.000000 +0.092067 +0.043172 +0.048433 +0.127889 +0.222388 +0.090797
+0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.006484 +0.036265 +0.096873 +0.156747 +0.081776 +0.000109 +0.089886 +0.132627 +0.206980 +0.132696 +0.059557
+0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000086 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.004130 +0.030056 +0.090578 +0.132671 +0.118438 +0.095807 +0.229151 +0.128246 +0.063590 +0.107247
+0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000066 +0.000000 +0.000000 +0.005111 +0.039315 +0.117146 +0.255849 +0.244774 +0.091049 +0.057809 +0.102975 +0.085906
