900 1400 511 1471 2748 2787 1398 394 0 0 0 0 0 0 0 0 0 0 0 0 0
1088 816 2000 3378 899 1100 1581 992 299 0 0 0 0 0 0 0 0 0 0 0 0
696 3000 2802 1795 915 0 1129 1910 1298 440 0 0 0 0 0 0 0 0 0 0 0
1557 3997 1555 695 412 1204 0 997 2017 1463 550 44 0 0 0 0 0 0 0 0 0
3403 1499 1083 600 724 310 1254 0 904 2096 1600 699 13 0 0 0 0 0 0 0 0
6905 3216 0 3087 692 1711 671 3054 0 1805 4879 4294 1361 6 0 0 0 0 0 0 0
1504 1608 1013 0 1091 334 963 193 1608 133 681 2452 1737 417 0 0 0 0 0 0 0
402 1036 1900 1066 0 1506 176 1272 44 1799 207 680 2393 1490 600 0 0 0 0 0 0
0 309 1298 2100 703 0 1623 3 1708 0 1704 400 601 1907 1800 447 1 0 0 0 0
0 0 491 1584 1884 905 182 1821 0 1890 0 1801 311 408 2278 1454 554 0 0 0 0
0 0 22 1311 3038 4994 1409 503 3607 0 2957 0 3092 318 1325 4029 3016 1030 0 0 0
0 0 0 70 499 1691 2036 514 201 1328 0 1200 0 1200 96 600 1686 1200 400 0 0
0 0 0 0 0 599 1531 1939 584 202 1204 0 1194 0 1340 0 705 1698 1133 221 0
0 0 0 0 0 0 494 1413 2085 501 115 1399 0 902 161 1011 0 893 1754 857 301
0 0 0 0 0 0 0 401 1500 1959 500 14 1184 98 818 221 904 0 983 1359 1207
0 0 0 0 0 0 0 37 1100 3168 3942 1488 14 2385 568 1134 756 2017 0 2230 5405
0 0 0 0 0 0 0 0 32 419 1189 1508 685 0 790 253 371 304 657 563 1785
0 0 0 0 0 0 0 0 0 63 526 1276 1693 786 0 884 414 467 1213 1765 798
0 0 0 0 0 0 0 0 0 0 73 441 1086 1468 842 1 825 1224 1879 1008 501
0 0 0 0 0 1 0 0 0 0 0 55 369 929 1496 1192 963 2316 1275 529 988
0 0 0 0 0 0 0 0 0 1 0 0 75 482 1579 3078 2941 1100 687 1024 946

# 16455 16881 12675 17157 13605 17142 14447 15443 16987 17267 20127 17751 15808 12796 13693 14304 13136 12249 9981 9556 11931 
