
# Curve 0 of 1, 100 points
# Curve title: "phiminus(x)"
# x y type
 0 -12.8057  i
 3.63636 -13.5337  i
 7.27273 -14.2715  i
 10.9091 -15.016  i
 14.5455 -15.7644  i
 18.1818 -16.5135  i
 21.8182 -17.2603  i
 25.4545 -18.0019  i
 29.0909 -18.7353  i
 32.7273 -19.4575  i
 36.3636 -20.1655  i
 40 -20.8566  i
 43.6364 -21.528  i
 47.2727 -22.1769  i
 50.9091 -22.8008  i
 54.5455 -23.3971  i
 58.1818 -23.9634  i
 61.8182 -24.4975  i
 65.4545 -24.9972  i
 69.0909 -25.4605  i
 72.7273 -25.8855  i
 76.3636 -26.2706  i
 80 -26.614  i
 83.6364 -26.9146  i
 87.2727 -27.1711  i
 90.9091 -27.3823  i
 94.5455 -27.5476  i
 98.1818 -27.6662  i
 101.818 -27.7376  i
 105.455 -27.7616  i
 109.091 -27.738  i
 112.727 -27.667  i
 116.364 -27.5488  i
 120 -27.384  i
 123.636 -27.1731  i
 127.273 -26.9171  i
 130.909 -26.6169  i
 134.545 -26.2738  i
 138.182 -25.8891  i
 141.818 -25.4644  i
 145.455 -25.0015  i
 149.091 -24.5021  i
 152.727 -23.9683  i
 156.364 -23.4022  i
 160 -22.8062  i
 163.636 -22.1825  i
 167.273 -21.5338  i
 170.909 -20.8626  i
 174.545 -20.1717  i
 178.182 -19.4638  i
 181.818 -18.7417  i
 185.455 -18.0084  i
 189.091 -17.2669  i
 192.727 -16.5201  i
 196.364 -15.771  i
 200 -15.0226  i
 203.636 -14.278  i
 207.273 -13.5402  i
 210.909 -12.812  i
 214.545 -12.0966  i
 218.182 -11.3966  i
 221.818 -10.7151  i
 225.455 -10.0546  i
 229.091 -9.41785  i
 232.727 -8.80745  i
 236.364 -8.22583  i
 240 -7.67534  i
 243.636 -7.15818  i
 247.273 -6.67645  i
 250.909 -6.23208  i
 254.545 -5.82685  i
 258.182 -5.46241  i
 261.818 -5.14022  i
 265.455 -4.86158  i
 269.091 -4.62761  i
 272.727 -4.43925  i
 276.364 -4.29726  i
 280 -4.20221  i
 283.636 -4.15448  i
 287.273 -4.15427  i
 290.909 -4.20158  i
 294.545 -4.29621  i
 298.182 -4.43779  i
 301.818 -4.62575  i
 305.455 -4.85933  i
 309.091 -5.13758  i
 312.727 -5.45939  i
 316.364 -5.82346  i
 320 -6.22833  i
 323.636 -6.67237  i
 327.273 -7.15378  i
 330.909 -7.67064  i
 334.545 -8.22085  i
 338.182 -8.8022  i
 341.818 -9.41236  i
 345.455 -10.0489  i
 349.091 -10.7091  i
 352.727 -11.3905  i
 356.364 -12.0903  i
 360 -12.8057  i

