
# Curve 0 of 1, 100 points
# Curve title: "phiplus(x)"
# x y type
 0  56.4171  i
 3.63636  52.8157  i
 7.27273  49.2138  i
 10.9091  45.6114  i
 14.5455  42.0083  i
 18.1818  38.4043  i
 21.8182  34.7993  i
 25.4545  31.1932  i
 29.0909  27.5859  i
 32.7273  23.9773  i
 36.3636  20.3671  i
 40  16.7555  i
 43.6364  13.1421  i
 47.2727  9.52704  i
 50.9091  5.9101  i
 54.5455  2.29125  i
 58.1818 -1.3296  i
 61.8182 -4.95249  i
 65.4545 -8.5775  i
 69.0909 -12.2047  i
 72.7273 -15.834  i
 76.3636 -19.4656  i
 80 -23.0994  i
 83.6364 -26.7354  i
 87.2727 -30.3737  i
 90.9091 -34.0142  i
 94.5455 -37.657  i
 98.1818 -41.302  i
 101.818 -44.9491  i
 105.455 -48.5983  i
 109.091 -52.2496  i
 112.727 -55.903  i
 116.364 -59.5582  i
 120 -63.2154  i
 123.636 -66.8743  i
 127.273 -70.5349  i
 130.909 -74.197  i
 134.545 -77.8607  i
 138.182 -81.5258  i
 141.818 -85.1921  i
 145.455 -88.8595  i
 149.091 -92.528  i
 152.727 -96.1974  i
 156.364 -99.8675  i
 160 -103.538  i
 163.636 -107.209  i
 167.273 -110.881  i
 170.909 -114.553  i
 174.545 -118.225  i
 178.182 -121.896  i
 181.818 -125.568  i
 185.455 -129.239  i
 189.091 -132.91  i
 192.727 -136.579  i
 196.364 -140.249  i
 200 -143.917  i
 203.636 -147.584  i
 207.273 -151.25  i
 210.909 -154.915  i
 214.545 -158.578  i
 218.182 -162.24  i
 221.818 -165.9  i
 225.455 -169.559  i
 229.091 -173.216  i
 232.727 -176.87  i
 236.364 -180.523  i
 240 -184.174  i
 243.636 -187.823  i
 247.273 -191.47  i
 250.909 -195.114  i
 254.545 -198.756  i
 258.182 -202.396  i
 261.818 -206.034  i
 265.455 -209.67  i
 269.091 -213.303  i
 272.727 -216.934  i
 276.364 -220.563  i
 280 -224.19  i
 283.636 -227.814  i
 287.273 -231.437  i
 290.909 -235.057  i
 294.545 -238.676  i
 298.182 -242.292  i
 301.818 -245.907  i
 305.455 -249.52  i
 309.091 -253.131  i
 312.727 -256.741  i
 316.364 -260.349  i
 320 -263.956  i
 323.636 -267.562  i
 327.273 -271.167  i
 330.909 -274.771  i
 334.545 -278.374  i
 338.182 -281.976  i
 341.818 -285.578  i
 345.455 -289.179  i
 349.091 -292.78  i
 352.727 -296.381  i
 356.364 -299.982  i
 360 -303.583  i

