-1.000000+0.000000j +0.000000+0.000000j +0.000000+0.000000j +0.000000-0.000000j 
+0.000000+0.000000j -1.000000+0.000000j +0.000000+0.000000j +0.000000+0.000000j 
+0.000000+0.000000j +0.000000+0.000000j +1.000000+0.000000j -0.000000+0.000000j 
+0.000000-0.000000j +0.000000+0.000000j -0.000000+0.000000j +1.000000+0.000000j 
