# Quantum Classical Visibility
AB 6200 3266 -0.8406
AC 256 1290 0.8327
AD 584 2466 0.7791
BC 2455 5902 0.6037
BD 3512 1.194e+04 0.7184
CD 7476 4725 -0.6093
