-4.0000 +0.3960 +0.0839 +0.0519 +0.0673 +0.0712 +0.0128
-3.9140 +0.3828 +0.0857 +0.0523 +0.0664 +0.0721 +0.0137
-3.8280 +0.3918 +0.0847 +0.0537 +0.0681 +0.0758 +0.0138
-3.7419 +0.3849 +0.0862 +0.0536 +0.0678 +0.0728 +0.0144
-3.6559 +0.3844 +0.0847 +0.0532 +0.0687 +0.0763 +0.0127
-3.5699 +0.3829 +0.0852 +0.0538 +0.0714 +0.0745 +0.0156
-3.4839 +0.3853 +0.0859 +0.0513 +0.0657 +0.0715 +0.0140
-3.3978 +0.3866 +0.0820 +0.0521 +0.0697 +0.0736 +0.0143
-3.3118 +0.3842 +0.0843 +0.0545 +0.0686 +0.0766 +0.0150
-3.2258 +0.3834 +0.0848 +0.0535 +0.0686 +0.0753 +0.0153
-3.1398 +0.3848 +0.0830 +0.0537 +0.0663 +0.0757 +0.0135
-3.0538 +0.3848 +0.0812 +0.0517 +0.0634 +0.0743 +0.0144
-2.9677 +0.3818 +0.0830 +0.0535 +0.0653 +0.0742 +0.0148
-2.8817 +0.3849 +0.0864 +0.0529 +0.0689 +0.0781 +0.0141
-2.7957 +0.3812 +0.0837 +0.0528 +0.0653 +0.0731 +0.0145
-2.7097 +0.3843 +0.0877 +0.0528 +0.0646 +0.0765 +0.0140
-2.6237 +0.3824 +0.0834 +0.0530 +0.0652 +0.0753 +0.0149
-2.5376 +0.3785 +0.0799 +0.0512 +0.0674 +0.0754 +0.0160
-2.4516 +0.3783 +0.0813 +0.0535 +0.0681 +0.0728 +0.0135
-2.3656 +0.3779 +0.0798 +0.0530 +0.0710 +0.0750 +0.0138
-2.2796 +0.3740 +0.0794 +0.0502 +0.0680 +0.0743 +0.0131
-2.1935 +0.3779 +0.0812 +0.0537 +0.0689 +0.0757 +0.0143
-2.1075 +0.3778 +0.0805 +0.0512 +0.0673 +0.0776 +0.0135
-2.0215 +0.3767 +0.0803 +0.0521 +0.0694 +0.0741 +0.0139
-1.9355 +0.3740 +0.0808 +0.0531 +0.0670 +0.0722 +0.0147
-1.8495 +0.3781 +0.0799 +0.0525 +0.0657 +0.0725 +0.0139
-1.7634 +0.3763 +0.0782 +0.0513 +0.0645 +0.0780 +0.0131
