# Quantum Classical Visibility
AB 2335 792 -0.9074
AC 4140 2355 -0.05694
AD 1.098e+04 8965 0.2182
BC 3630 1934 -0.1775
BD 9270 7297 0.1896
CD 2404 2986 0.4927
