# Quantum Classical Visibility
AB 5294 2992 -0.5532
AC 409 1009 0.6977
AD 4581 5492 0.3477
BC 2917 2287 -0.05529
BD 6781 1.268e+04 0.558
CD 3858 2839 -0.1291
