x AB AC AD BC BD CD
-4.0 0.15157503935 0.0751548907821 0.243900848732 0.098704238856 0.0824972923847 0.158589177417 
-3.9 0.151575028513 0.0751548977003 0.243900828428 0.0987042351927 0.0824972999865 0.158589172029 
-3.8 0.151575005499 0.075154912391 0.24390078531 0.0987042274135 0.0824973161291 0.158589160587 
-3.7 0.151574957628 0.0751549429496 0.243900695621 0.0987042112318 0.0824973497076 0.158589136787 
-3.6 0.151574860089 0.0751550052144 0.243900512875 0.0987041782607 0.0824974181257 0.158589088294 
-3.5 0.151574665424 0.0751551294806 0.243900148154 0.0987041124579 0.0824975546725 0.158588991512 
-3.4 0.151574284898 0.0751553723917 0.243899435212 0.098703983829 0.0824978215894 0.158588802326 
-3.3 0.151573556378 0.0751558374474 0.243898070278 0.0987037375678 0.0824983326041 0.158588440128 
-3.2 0.151572190412 0.0751567094214 0.243895511042 0.0987032758309 0.0824992907509 0.15858776101 
-3.1 0.15156968225 0.0751583105236 0.243890811822 0.0987024279981 0.0825010500821 0.158586514028 
-3.0 0.151565172407 0.0751611894133 0.243882362306 0.0987009035379 0.0825042134781 0.158584271869 
-2.9 0.151557232259 0.0751662580618 0.243867485868 0.0986982195332 0.0825097830358 0.158580324266 
-2.8 0.151543544738 0.0751749955849 0.243841841316 0.098693592747 0.0825193840446 0.158573519242 
-2.7 0.151520444616 0.0751897417077 0.243798561579 0.0986857842233 0.0825355874528 0.158562034555 
-2.6 0.151482280298 0.0752141041635 0.243727057989 0.0986728835565 0.0825623575284 0.158543060403 
-2.5 0.151420562526 0.0752535021295 0.243611425313 0.0986520211265 0.0826056489982 0.15851237618 
-2.4 0.15132287863 0.075315859319 0.243428407522 0.0986190010842 0.0826741686368 0.158463810682 
-2.3 0.151171578259 0.0754124429557 0.243144935415 0.0985678570895 0.0827802971511 0.158388588683 
-2.2 0.150942281287 0.0755588162615 0.242715331077 0.0984903479397 0.0829411357984 0.158274589116 
-2.1 0.150602322419 0.0757758313528 0.242078393732 0.0983754318002 0.0831795974056 0.158105571779 
-2.0 0.150109327615 0.0760905379911 0.241154732573 0.0982087849935 0.0835254049266 0.157860469572 
-1.9 0.149410206972 0.0765368264818 0.23984487986 0.0979724615648 0.0840157978761 0.15751288779 
-1.8 0.14844093255 0.0771555695037 0.238028874645 0.0976448181783 0.0846956881756 0.157030993664 
-1.7 0.147127526322 0.0779939914403 0.235568113788 0.0972008480763 0.0856169671577 0.156378007542 
-1.6 0.145388686956 0.0791039915587 0.232310273405 0.0966130690066 0.0868366630349 0.155513508843 
-1.5 0.143140407858 0.0805391960484 0.228097961112 0.095853084259 0.0884137016045 0.154395732014 
-1.4 0.140302762943 0.082350626278 0.22278142965 0.0948938764558 0.0904041464217 0.152984940205 
-1.3 0.136808755186 0.0845810502606 0.216235155285 0.0937127986237 0.0928549920483 0.151247824508 
-1.2 0.132614752616 0.087258320767 0.208377390383 0.0922951018673 0.0957968438054 0.149162692417 
-1.1 0.127711619949 0.0903882693679 0.199191019338 0.0906376981911 0.0992361095684 0.146725002144 
-1.0 0.122135260295 0.0939479770658 0.188743309201 0.0887527239066 0.10314760537 0.143952603637 
-0.9 0.115974996489 0.0978804240124 0.177201612716 0.0866703727703 0.107468676375 0.140889905526 
-0.8 0.109378134171 0.102091576634 0.164841917576 0.0844404384404 0.112095996144 0.13761014375 
-0.7 0.102549228518 0.106450855721 0.15204747259 0.082132066609 0.116886080975 0.134215016999 
-0.6 0.0957430532087 0.110795624736 0.139295614535 0.0798313783052 0.121660221776 0.130831191092 
-0.5 0.0892510165431 0.114939861178 0.127132317781 0.0776368781423 0.126214012374 0.127603545481 
-0.4 0.0833816954895 0.118686582809 0.11613572343 0.0756528742509 0.130331003759 0.124685495367 
-0.3 0.0784371194996 0.121842987042 0.106871705344 0.0739814615072 0.133799339632 0.122227200719 
-0.2 0.0746872577005 0.124236737219 0.0998460700616 0.072713897451 0.136429652165 0.120362882078 
-0.1 0.0723456758693 0.125731502153 0.0954589483995 0.0719223736235 0.138072137239 0.119198717932 
0.0 0.0715494074379 0.126239805606 0.0939670823293 0.0716532113725 0.138630673779 0.118802837188 
0.1 0.0723456758693 0.125731502153 0.0954589483995 0.0719223736235 0.138072137239 0.119198717932 
0.2 0.0746872577005 0.124236737219 0.0998460700616 0.072713897451 0.136429652165 0.120362882078 
0.3 0.0784371194996 0.121842987042 0.106871705344 0.0739814615072 0.133799339632 0.122227200719 
0.4 0.0833816954895 0.118686582809 0.11613572343 0.0756528742509 0.130331003759 0.124685495367 
0.5 0.0892510165431 0.114939861178 0.127132317781 0.0776368781423 0.126214012374 0.127603545481 
0.6 0.0957430532087 0.110795624736 0.139295614535 0.0798313783052 0.121660221776 0.130831191092 
0.7 0.102549228518 0.106450855721 0.15204747259 0.082132066609 0.116886080975 0.134215016999 
0.8 0.109378134171 0.102091576634 0.164841917576 0.0844404384404 0.112095996144 0.13761014375 
0.9 0.115974996489 0.0978804240124 0.177201612716 0.0866703727703 0.107468676375 0.140889905526 
1.0 0.122135260295 0.0939479770658 0.188743309201 0.0887527239066 0.10314760537 0.143952603637 
1.1 0.127711619949 0.0903882693679 0.199191019338 0.0906376981911 0.0992361095684 0.146725002144 
1.2 0.132614752616 0.087258320767 0.208377390383 0.0922951018673 0.0957968438054 0.149162692417 
1.3 0.136808755186 0.0845810502606 0.216235155285 0.0937127986237 0.0928549920483 0.151247824508 
1.4 0.140302762943 0.082350626278 0.22278142965 0.0948938764558 0.0904041464217 0.152984940205 
1.5 0.143140407858 0.0805391960484 0.228097961112 0.095853084259 0.0884137016045 0.154395732014 
1.6 0.145388686956 0.0791039915587 0.232310273405 0.0966130690066 0.0868366630349 0.155513508843 
1.7 0.147127526322 0.0779939914403 0.235568113788 0.0972008480763 0.0856169671577 0.156378007542 
1.8 0.14844093255 0.0771555695037 0.238028874645 0.0976448181783 0.0846956881756 0.157030993664 
1.9 0.149410206972 0.0765368264818 0.23984487986 0.0979724615648 0.0840157978761 0.15751288779 
2.0 0.150109327615 0.0760905379911 0.241154732573 0.0982087849935 0.0835254049266 0.157860469572 
2.1 0.150602322419 0.0757758313528 0.242078393732 0.0983754318002 0.0831795974056 0.158105571779 
2.2 0.150942281287 0.0755588162615 0.242715331077 0.0984903479397 0.0829411357984 0.158274589116 
2.3 0.151171578259 0.0754124429557 0.243144935415 0.0985678570895 0.0827802971511 0.158388588683 
2.4 0.15132287863 0.075315859319 0.243428407522 0.0986190010842 0.0826741686368 0.158463810682 
2.5 0.151420562526 0.0752535021295 0.243611425313 0.0986520211265 0.0826056489982 0.15851237618 
2.6 0.151482280298 0.0752141041635 0.243727057989 0.0986728835565 0.0825623575284 0.158543060403 
2.7 0.151520444616 0.0751897417077 0.243798561579 0.0986857842233 0.0825355874528 0.158562034555 
2.8 0.151543544738 0.0751749955849 0.243841841316 0.098693592747 0.0825193840446 0.158573519242 
2.9 0.151557232259 0.0751662580618 0.243867485868 0.0986982195332 0.0825097830358 0.158580324266 
3.0 0.151565172407 0.0751611894133 0.243882362306 0.0987009035379 0.0825042134781 0.158584271869 
3.1 0.15156968225 0.0751583105236 0.243890811822 0.0987024279981 0.0825010500821 0.158586514028 
3.2 0.151572190412 0.0751567094214 0.243895511042 0.0987032758309 0.0824992907509 0.15858776101 
3.3 0.151573556378 0.0751558374474 0.243898070278 0.0987037375678 0.0824983326041 0.158588440128 
3.4 0.151574284898 0.0751553723917 0.243899435212 0.098703983829 0.0824978215894 0.158588802326 
3.5 0.151574665424 0.0751551294806 0.243900148154 0.0987041124579 0.0824975546725 0.158588991512 
3.6 0.151574860089 0.0751550052144 0.243900512875 0.0987041782607 0.0824974181257 0.158589088294 
3.7 0.151574957628 0.0751549429496 0.243900695621 0.0987042112318 0.0824973497076 0.158589136787 
3.8 0.151575005499 0.075154912391 0.24390078531 0.0987042274135 0.0824973161291 0.158589160587 
3.9 0.151575028513 0.0751548977003 0.243900828428 0.0987042351927 0.0824972999865 0.158589172029 
4.0 0.15157503935 0.0751548907821 0.243900848732 0.098704238856 0.0824972923847 0.158589177417 
