
# Curve 0 of 1, 100 points
# Curve title: "phiminus(x)"
# x y type
 0 -16.257  i
 3.63636 -16.9498  i
 7.27273 -17.6513  i
 10.9091 -18.3588  i
 14.5455 -19.0693  i
 18.1818 -19.7801  i
 21.8182 -20.4882  i
 25.4545 -21.1908  i
 29.0909 -21.885  i
 32.7273 -22.5682  i
 36.3636 -23.2375  i
 40 -23.8902  i
 43.6364 -24.5237  i
 47.2727 -25.1354  i
 50.9091 -25.723  i
 54.5455 -26.2839  i
 58.1818 -26.8161  i
 61.8182 -27.3172  i
 65.4545 -27.7854  i
 69.0909 -28.2186  i
 72.7273 -28.6153  i
 76.3636 -28.9737  i
 80 -29.2925  i
 83.6364 -29.5703  i
 87.2727 -29.806  i
 90.9091 -29.9987  i
 94.5455 -30.1476  i
 98.1818 -30.2521  i
 101.818 -30.3119  i
 105.455 -30.3265  i
 109.091 -30.296  i
 112.727 -30.2206  i
 116.364 -30.1005  i
 120 -29.9361  i
 123.636 -29.7282  i
 127.273 -29.4776  i
 130.909 -29.1853  i
 134.545 -28.8525  i
 138.182 -28.4805  i
 141.818 -28.0709  i
 145.455 -27.6252  i
 149.091 -27.1452  i
 152.727 -26.633  i
 156.364 -26.0905  i
 160 -25.52  i
 163.636 -24.9236  i
 167.273 -24.304  i
 170.909 -23.6635  i
 174.545 -23.0046  i
 178.182 -22.3302  i
 181.818 -21.6428  i
 185.455 -20.9453  i
 189.091 -20.2405  i
 192.727 -19.5311  i
 196.364 -18.8201  i
 200 -18.1104  i
 203.636 -17.4047  i
 207.273 -16.7059  i
 210.909 -16.0168  i
 214.545 -15.3403  i
 218.182 -14.6789  i
 221.818 -14.0355  i
 225.455 -13.4126  i
 229.091 -12.8126  i
 232.727 -12.2381  i
 236.364 -11.6913  i
 240 -11.1744  i
 243.636 -10.6895  i
 247.273 -10.2385  i
 250.909 -9.82336  i
 254.545 -9.44564  i
 258.182 -9.10688  i
 261.818 -8.80845  i
 265.455 -8.55156  i
 269.091 -8.33723  i
 272.727 -8.16632  i
 276.364 -8.03954  i
 280 -7.95738  i
 283.636 -7.92018  i
 287.273 -7.92809  i
 290.909 -7.98107  i
 294.545 -8.07892  i
 298.182 -8.22123  i
 301.818 -8.40744  i
 305.455 -8.6368  i
 309.091 -8.90838  i
 312.727 -9.22108  i
 316.364 -9.57366  i
 320 -9.96469  i
 323.636 -10.3926  i
 327.273 -10.8556  i
 330.909 -11.352  i
 334.545 -11.8796  i
 338.182 -12.4364  i
 341.818 -13.0201  i
 345.455 -13.6284  i
 349.091 -14.2588  i
 352.727 -14.9088  i
 356.364 -15.5758  i
 360 -16.257  i

