# Quantum Classical Visibility
AB 5191 4443 -0.2409
AC 5055 6517 0.2061
AD 2968 2829 -0.1503
BC 1254 1.019e+04 0.905
BD 4470 3340 -0.3967
CD 1868 4482 0.5983
