# Quantum Classical Visibility
AB 9709 4604 -0.505
AC 1080 1415 0.4583
AD 1236 5098 0.8433
BC 2281 2324 0.3311
BD 1.149e+04 1.198e+04 0.3145
CD 4737 2654 -0.2814
