"{2, 2, 2, 0, 0, 0}",0.00010658412086267537
"{2, 2, 1, 1, 0, 0}",0.0004478227062227873
"{2, 2, 1, 0, 1, 0}",0.00044782270622278745
"{2, 2, 1, 0, 0, 1}",0.0004478227062227873
"{2, 2, 0, 2, 0, 0}",0.00011184673134211943
"{2, 2, 0, 1, 1, 0}",0.00044782270622278745
"{2, 2, 0, 1, 0, 1}",0.00044782270622278735
"{2, 2, 0, 0, 2, 0}",0.00011137241654375744
"{2, 2, 0, 0, 1, 1}",0.00044782270622278745
"{2, 2, 0, 0, 0, 2}",0.00011174213454801619
"{2, 1, 2, 1, 0, 0}",0.0006798378445050772
"{2, 1, 2, 0, 1, 0}",0.0006798378445050772
"{2, 1, 2, 0, 0, 1}",0.0006798378445050772
"{2, 1, 1, 2, 0, 0}",0.0007134049625322048
"{2, 1, 1, 1, 1, 0}",0.0028563994416314995
"{2, 1, 1, 1, 0, 1}",0.002856399441631498
"{2, 1, 1, 0, 2, 0}",0.000710379585510512
"{2, 1, 1, 0, 1, 1}",0.0028563994416314986
"{2, 1, 1, 0, 0, 2}",0.0007127378006841758
"{2, 1, 0, 2, 1, 0}",0.0007134049625322049
"{2, 1, 0, 2, 0, 1}",0.0007134049625322049
"{2, 1, 0, 1, 2, 0}",0.000710379585510512
"{2, 1, 0, 1, 1, 1}",0.0028563994416314986
"{2, 1, 0, 1, 0, 2}",0.0007127378006841758
"{2, 1, 0, 0, 2, 1}",0.000710379585510512
"{2, 1, 0, 0, 1, 2}",0.0007127378006841759
"{2, 0, 2, 2, 0, 0}",0.0001697940718368509
"{2, 0, 2, 1, 1, 0}",0.0006798378445050772
"{2, 0, 2, 1, 0, 1}",0.0006798378445050772
"{2, 0, 2, 0, 2, 0}",0.00016907401645409667
"{2, 0, 2, 0, 1, 1}",0.0006798378445050772
"{2, 0, 2, 0, 0, 2}",0.00016963528386550154
"{2, 0, 1, 2, 1, 0}",0.0007134049625322049
"{2, 0, 1, 2, 0, 1}",0.0007134049625322047
"{2, 0, 1, 1, 2, 0}",0.0007103795855105117
"{2, 0, 1, 1, 1, 1}",0.0028563994416314986
"{2, 0, 1, 1, 0, 2}",0.0007127378006841758
"{2, 0, 1, 0, 2, 1}",0.0007103795855105117
"{2, 0, 1, 0, 1, 2}",0.0007127378006841758
"{2, 0, 0, 2, 2, 0}",0.0001774220769680959
"{2, 0, 0, 2, 1, 1}",0.0007134049625322049
"{2, 0, 0, 2, 0, 2}",0.00017801105706068745
"{2, 0, 0, 1, 2, 1}",0.0007103795855105118
"{2, 0, 0, 1, 1, 2}",0.0007127378006841759
"{2, 0, 0, 0, 2, 2}",0.00017725615544109807
"{1, 2, 2, 1, 0, 0}",0.0005758356678014491
"{1, 2, 2, 0, 1, 0}",0.0005758356678014492
"{1, 2, 2, 0, 0, 1}",0.0005758356678014491
"{1, 2, 1, 2, 0, 0}",0.0006042676593146501
"{1, 2, 1, 1, 1, 0}",0.0024194250044685135
"{1, 2, 1, 1, 0, 1}",0.0024194250044685135
"{1, 2, 1, 0, 2, 0}",0.0006017051070652883
"{1, 2, 1, 0, 1, 1}",0.0024194250044685143
"{1, 2, 1, 0, 0, 2}",0.0006037025604585087
"{1, 2, 0, 2, 1, 0}",0.0006042676593146502
"{1, 2, 0, 2, 0, 1}",0.0006042676593146501
"{1, 2, 0, 1, 2, 0}",0.0006017051070652884
"{1, 2, 0, 1, 1, 1}",0.002419425004468514
"{1, 2, 0, 1, 0, 2}",0.0006037025604585088
"{1, 2, 0, 0, 2, 1}",0.0006017051070652884
"{1, 2, 0, 0, 1, 2}",0.0006037025604585089
"{1, 1, 2, 2, 0, 0}",0.0009173362969412032
"{1, 1, 2, 1, 1, 0}",0.003672919343132372
"{1, 1, 2, 1, 0, 1}",0.0036729193431323704
"{1, 1, 2, 0, 2, 0}",0.0009134460967047482
"{1, 1, 2, 0, 1, 1}",0.0036729193431323717
"{1, 1, 2, 0, 0, 2}",0.0009164784226464139
"{1, 1, 1, 2, 1, 0}",0.003854270408083454
"{1, 1, 1, 2, 0, 1}",0.0038542704080834537
"{1, 1, 1, 1, 2, 0}",0.00383792538423246
"{1, 1, 1, 1, 1, 1}",0.015432098765432124
"{1, 1, 1, 1, 0, 2}",0.0038506659725898555
"{1, 1, 1, 0, 2, 1}",0.0038379253842324595
"{1, 1, 1, 0, 1, 2}",0.003850665972589856
"{1, 1, 0, 2, 2, 0}",0.0009585476649497894
"{1, 1, 0, 2, 1, 1}",0.003854270408083455
"{1, 1, 0, 2, 0, 2}",0.0009617297125399385
"{1, 1, 0, 1, 2, 1}",0.00383792538423246
"{1, 1, 0, 1, 1, 2}",0.0038506659725898573
"{1, 1, 0, 0, 2, 2}",0.0009576512506196987
"{1, 0, 2, 2, 1, 0}",0.0009173362969412032
"{1, 0, 2, 2, 0, 1}",0.000917336296941203
"{1, 0, 2, 1, 2, 0}",0.0009134460967047482
"{1, 0, 2, 1, 1, 1}",0.00367291934313237
"{1, 0, 2, 1, 0, 2}",0.000916478422646414
"{1, 0, 2, 0, 2, 1}",0.0009134460967047483
"{1, 0, 2, 0, 1, 2}",0.000916478422646414
"{1, 0, 1, 2, 2, 0}",0.0009585476649497894
"{1, 0, 1, 2, 1, 1}",0.0038542704080834545
"{1, 0, 1, 2, 0, 2}",0.0009617297125399383
"{1, 0, 1, 1, 2, 1}",0.0038379253842324586
"{1, 0, 1, 1, 1, 2}",0.003850665972589856
