-4.0000 +0.0809 +0.0541 +0.0416 +0.2230 +0.2051 +0.1477
-3.9140 +0.0839 +0.0567 +0.0377 +0.2272 +0.2040 +0.1412
-3.8280 +0.0801 +0.0561 +0.0398 +0.2327 +0.2071 +0.1457
-3.7419 +0.0821 +0.0561 +0.0417 +0.2291 +0.2041 +0.1463
-3.6559 +0.0798 +0.0587 +0.0413 +0.2270 +0.2068 +0.1442
-3.5699 +0.0781 +0.0574 +0.0384 +0.2254 +0.2006 +0.1438
-3.4839 +0.0812 +0.0557 +0.0403 +0.2334 +0.2053 +0.1441
-3.3978 +0.0798 +0.0578 +0.0394 +0.2294 +0.2085 +0.1465
-3.3118 +0.0776 +0.0602 +0.0399 +0.2249 +0.2045 +0.1377
-3.2258 +0.0813 +0.0575 +0.0413 +0.2254 +0.2055 +0.1435
-3.1398 +0.0799 +0.0553 +0.0385 +0.2319 +0.2041 +0.1380
-3.0538 +0.0768 +0.0580 +0.0394 +0.2271 +0.2004 +0.1427
-2.9677 +0.0844 +0.0584 +0.0402 +0.2285 +0.2082 +0.1401
-2.8817 +0.0813 +0.0565 +0.0396 +0.2286 +0.2034 +0.1469
-2.7957 +0.0795 +0.0583 +0.0400 +0.2235 +0.2048 +0.1431
-2.7097 +0.0815 +0.0558 +0.0393 +0.2283 +0.2031 +0.1432
-2.6237 +0.0799 +0.0563 +0.0393 +0.2182 +0.2048 +0.1379
-2.5376 +0.0821 +0.0582 +0.0385 +0.2186 +0.2128 +0.1390
-2.4516 +0.0833 +0.0587 +0.0390 +0.2126 +0.2072 +0.1376
-2.3656 +0.0801 +0.0558 +0.0390 +0.2174 +0.2072 +0.1401
-2.2796 +0.0785 +0.0609 +0.0391 +0.2166 +0.2103 +0.1326
-2.1935 +0.0826 +0.0587 +0.0387 +0.2146 +0.2126 +0.1349
-2.1075 +0.0784 +0.0603 +0.0373 +0.2189 +0.2080 +0.1349
-2.0215 +0.0817 +0.0618 +0.0396 +0.2174 +0.2066 +0.1349
-1.9355 +0.0796 +0.0576 +0.0382 +0.2146 +0.2055 +0.1340
-1.8495 +0.0782 +0.0583 +0.0397 +0.2186 +0.2055 +0.1415
-1.7634 +0.0798 +0.0566 +0.0400 +0.2208 +0.2040 +0.1482
