# Quantum Classical Visibility
AB 291 1599 0.8439
AC 3980 3084 -0.3066
AD 316 305 -0.1596
BC 1.616e+04 1.867e+04 0.1551
BD 1566 1668 0.09842
CD 252 147 -0.8667
