911 1308 501 1577 2753 2686 1300 300 0 0 0 0 0 0 0 0 0 0 0 0 0
1100 795 2000 3009 803 1299 1628 882 209 0 0 0 0 0 0 0 0 0 0 0 0
694 3000 2501 1845 870 0 1373 1895 1191 400 0 0 0 0 0 0 0 0 0 0 0
1634 3499 1518 528 556 1105 0 1100 1957 1349 497 3 0 0 0 0 0 0 0 0 0
3386 1300 904 708 600 500 1204 0 1012 2037 1505 607 1 0 0 0 0 0 0 0 0
6503 3350 0 2804 899 1501 954 2804 0 2019 4907 3998 1196 0 0 0 0 0 0 0 0
1400 1600 1103 0 995 401 817 314 1593 57 786 2442 1605 393 0 0 0 0 0 0 0
387 997 1704 1110 0 1431 299 1031 152 1778 179 803 2394 1336 437 0 0 0 0 0 0
0 296 1044 2100 818 0 1600 138 1600 44 1731 226 798 1927 1597 300 0 0 0 0 0
0 0 332 1500 1810 1000 74 1800 85 1798 0 1805 200 522 2200 1100 408 0 0 0 0
0 0 0 1097 2552 4840 1605 239 3359 0 2741 0 2802 104 1576 3799 2676 827 0 0 0
0 0 0 0 318 1498 1900 582 99 1200 0 1100 0 1029 0 601 1518 1005 294 0 0
0 0 0 0 0 490 1396 1803 519 101 1025 0 822 0 1200 0 765 1505 901 176 0
0 0 0 0 0 0 400 1284 1712 505 5 1300 12 700 201 899 0 890 1498 700 205
0 0 0 0 0 0 0 313 1196 1764 502 0 899 108 694 295 800 0 900 1201 1000
0 0 0 0 0 0 0 25 804 2771 3395 1589 2 2084 682 851 836 1695 1 2347 4688
0 0 0 0 0 0 0 0 6 349 939 1414 698 0 693 280 271 379 512 569 1619
0 0 0 0 0 0 0 0 1 35 377 1114 1608 795 0 765 481 361 1182 1720 795
0 0 0 0 0 0 0 0 0 0 24 359 1005 1373 903 0 734 1265 1535 1157 440
0 0 0 0 0 0 0 0 0 0 0 14 313 835 1434 1172 880 2043 1250 570 920
0 0 0 0 0 0 0 0 0 0 0 0 50 403 1360 2738 2826 1177 599 1125 915

#16015 16145 11607 16278 12974 16751 14550 14510 15495 16207 18613 16774 14405 11609 12977 12800 12195 11147 8672 9565 10582 
