0.5 0.22185 2.9459e-06
0.42045 0.15783 3.4914e-06
0.35355 0.11208 3.1589e-06
0.2973 0.079497 3.2027e-06
0.25 0.056333 6.0626e-06
0.21022 0.039895 8.2004e-06
0.17678 0.028241 8.4064e-06
0.14865 0.019986 1.0054e-05
0.125 0.014141 8.8523e-06
0.10511 0.010002 7.8129e-06
0.088388 0.0070807 1.4156e-05
0.074325 0.0050087 1.7617e-05
0.0625 0.0035507 1.7022e-05
0.052556 0.0025121 2.5087e-05
0.044194 0.0018008 2.224e-05
0.037163 0.001302 4.2056e-05
0.03125 0.00094695 4.4364e-05
0.026278 0.00072204 5.5125e-05
0.022097 0.00056635 6.4646e-05
0.018581 0.00053536 6.6256e-05
0.015625 0.00054612 8.5666e-05
0.013139 0.00059818 0.00011052
0.011049 0.00067789 0.00013299
0.0092907 0.0008733 0.00019442
0.0078125 0.0009681 0.00015466
0.0065695 0.0011446 0.00015838
0.0055243 0.0013156 0.00021299
0.0046453 0.0016447 0.00026263
0.0039063 0.0018965 0.00037075
0.0032848 0.0021805 0.00029495
0.0027621 0.0028919 0.00051257
0.0023227 0.0031572 0.00048332
0.0019531 0.0040653 0.00047154
0.0016424 0.0045143 0.00065146
0.0013811 0.0054559 0.00089383
0.0011613 0.0062487 0.0011509
0.00097656 0.0076798 0.0014779
0.00082119 0.0088749 0.0019372
0.00069053 0.010328 0.0016817
0.00058067 0.013113 0.0029719
