0.5 0.22188 0.00026041
0.42045 0.15782 0.00021353
0.35355 0.11225 0.00035958
0.2973 0.079556 0.00059236
0.25 0.056493 0.00042039
0.21022 0.040318 0.00060107
0.17678 0.028902 0.00075609
0.14865 0.02128 0.00077584
0.125 0.016388 0.0011865
0.10511 0.013183 0.0011416
0.088388 0.011679 0.0011566
0.074325 0.012458 0.0022172
0.0625 0.012508 0.00175
0.052556 0.013905 0.0017958
0.044194 0.016663 0.0029592
0.037163 0.01976 0.0027004
0.03125 0.02323 0.0032368
0.026278 0.027689 0.004597
0.022097 0.030172 0.0045022
0.018581 0.041037 0.0076515
0.015625 0.045627 0.0082562
0.013139 0.054123 0.011461
0.011049 0.069839 0.013147
0.0092907 0.08278 0.015261
0.0078125 0.089766 0.012537
0.0065695 0.11532 0.017179
0.0055243 0.13759 0.01964
0.0046453 0.15478 0.029971
0.0039063 0.1904 0.027886
0.0032848 0.22403 0.032142
0.0027621 0.26033 0.03761
0.0023227 0.31696 0.041735
0.0019531 0.3914 0.075798
0.0016424 0.46044 0.075954
0.0013811 0.51196 0.082604
0.0011613 0.6404 0.10394
0.00097656 0.7157 0.16273
0.00082119 0.86043 0.14275
0.00069053 1.0374 0.1822
0.00058067 1.2863 0.18503
