# Quantum Classical Visibility
AB 3241 3880 0.2977
AC 485 424 0.1053
AD 1.607e+04 1.412e+04 0.07408
BC 96 57 -0.6243
BD 3095 1712 -0.4323
CD 69 25 -0.742
