x AB AC AD BC BD CD
-4.0 0.109342898504 0.119838382639 0.104827075353 0.123177600895 0.150474361857 0.177049406272 
-3.9 0.109342898936 0.119838383387 0.104827062417 0.123177584802 0.150474361009 0.177049405812 
-3.8 0.109342899853 0.119838384977 0.104827034949 0.123177550628 0.150474359208 0.177049404835 
-3.7 0.109342901762 0.119838388285 0.104826977811 0.123177479542 0.150474355463 0.177049402804 
-3.6 0.10934290565 0.119838395024 0.104826861389 0.123177334701 0.150474347831 0.177049398666 
-3.5 0.10934291341 0.119838408474 0.104826629038 0.123177045631 0.150474332599 0.177049390406 
-3.4 0.109342928578 0.119838434766 0.104826174847 0.123176480568 0.150474302825 0.177049374259 
-3.3 0.109342957618 0.119838485102 0.104825305294 0.123175398748 0.150474245821 0.177049343347 
-3.2 0.109343012069 0.119838579481 0.104823674892 0.123173370349 0.150474138941 0.177049285387 
-3.1 0.109343112049 0.119838752778 0.104820681178 0.123169645841 0.150473942689 0.177049178962 
-3.0 0.109343291821 0.119839064377 0.104815298279 0.123162948925 0.150473589815 0.177048987602 
-2.9 0.109343608332 0.119839612988 0.104805821007 0.123151158158 0.150472968536 0.17704865069 
-2.8 0.109344153945 0.119840558702 0.104789483735 0.123130832801 0.150471897551 0.177048069907 
-2.7 0.109345074763 0.119842154764 0.104761911685 0.123096530149 0.150470090075 0.177047089734 
-2.6 0.109346596072 0.119844791659 0.10471635918 0.123039857838 0.150467103896 0.177045470364 
-2.5 0.10934905627 0.119849055938 0.104642693533 0.122948209698 0.15046227477 0.177042851585 
-2.4 0.109352950152 0.119855805232 0.104526099121 0.122803153467 0.150454631463 0.177038706708 
-2.3 0.109358981298 0.11986625906 0.104345508681 0.12257847916 0.150442792918 0.177032286802 
-2.2 0.10936812155 0.119882101924 0.104071822364 0.122237983378 0.150424851504 0.177022557382 
-2.1 0.109381673014 0.119905590773 0.103666051238 0.121733159612 0.150398251316 0.177008132408 
-2.0 0.109401324807 0.119939653367 0.10307761812 0.121001084303 0.150359676783 0.176987213887 
-1.9 0.109429193202 0.119987957856 0.102243155494 0.119962921312 0.15030497387 0.176957549131 
-1.8 0.109467830487 0.120054928137 0.101086240319 0.118523592001 0.150229132689 0.176916421339 
-1.7 0.109520185577 0.120145675589 0.0995185732465 0.116573242298 0.150126364807 0.176860691509 
-1.6 0.109589499312 0.120265817582 0.0974431139104 0.113991143349 0.149990308776 0.176786909902 
-1.5 0.10967912037 0.120421158401 0.094759592974 0.110652549106 0.149814391474 0.17669151199 
-1.4 0.109792234768 0.120617220396 0.0913726115502 0.106438772897 0.149592359059 0.176571106387 
-1.3 0.109931513148 0.120858632607 0.0872022027359 0.101250327125 0.149318969328 0.176422850307 
-1.2 0.110098694769 0.121148409706 0.0821962878937 0.0950224202573 0.148990808283 0.176244892379 
-1.1 0.110294143783 0.12148718288 0.0763439632524 0.0877414868065 0.148607161132 0.17603684498 
-1.0 0.110516429019 0.121872471467 0.0696880823634 0.0794608412888 0.148170837125 0.175800231532 
-0.9 0.110761989882 0.122298103866 0.062335259969 0.070313124132 0.147688825354 0.175538842141 
-0.8 0.111024954465 0.122753902258 0.0544613184451 0.0605170776472 0.147172651796 0.175258927208 
-0.7 0.111297168776 0.123225733268 0.0463104125769 0.0503764571542 0.146638321934 0.174969166323 
-0.6 0.111568477008 0.123695993766 0.0381866373939 0.0402695902079 0.146105770616 0.174680369921 
-0.5 0.111827263024 0.124144549417 0.0304378146036 0.0306292051446 0.145597799174 0.174404902901 
-0.4 0.112061226306 0.124550079647 0.0234322582449 0.0219135250073 0.14513855231 0.174155858654 
-0.3 0.112258327338 0.124891716273 0.0175304673135 0.0145710500686 0.144751662413 0.173946052751 
-0.2 0.112407804589 0.125150806261 0.0130546739583 0.00900267244846 0.144458253302 0.173786940394 
-0.1 0.112501144886 0.125312593665 0.0102597879166 0.00552552780617 0.144275035498 0.173687583505 
0.0 0.112532885793 0.125367610407 0.00930937076917 0.00434310467943 0.144212731225 0.173653796621 
0.1 0.112501144886 0.125312593665 0.0102597879166 0.00552552780617 0.144275035498 0.173687583505 
0.2 0.112407804589 0.125150806261 0.0130546739583 0.00900267244846 0.144458253302 0.173786940394 
0.3 0.112258327338 0.124891716273 0.0175304673135 0.0145710500686 0.144751662413 0.173946052751 
0.4 0.112061226306 0.124550079647 0.0234322582449 0.0219135250073 0.14513855231 0.174155858654 
0.5 0.111827263024 0.124144549417 0.0304378146036 0.0306292051446 0.145597799174 0.174404902901 
0.6 0.111568477008 0.123695993766 0.0381866373939 0.0402695902079 0.146105770616 0.174680369921 
0.7 0.111297168776 0.123225733268 0.0463104125769 0.0503764571542 0.146638321934 0.174969166323 
0.8 0.111024954465 0.122753902258 0.0544613184451 0.0605170776472 0.147172651796 0.175258927208 
0.9 0.110761989882 0.122298103866 0.062335259969 0.070313124132 0.147688825354 0.175538842141 
1.0 0.110516429019 0.121872471467 0.0696880823634 0.0794608412888 0.148170837125 0.175800231532 
1.1 0.110294143783 0.12148718288 0.0763439632524 0.0877414868065 0.148607161132 0.17603684498 
1.2 0.110098694769 0.121148409706 0.0821962878937 0.0950224202573 0.148990808283 0.176244892379 
1.3 0.109931513148 0.120858632607 0.0872022027359 0.101250327125 0.149318969328 0.176422850307 
1.4 0.109792234768 0.120617220396 0.0913726115502 0.106438772897 0.149592359059 0.176571106387 
