
# Curve 0 of 1, 100 points
# Curve title: "phiminus(x)"
# x y type
 0 -14.8348  i
 3.63636 -15.5787  i
 7.27273 -16.3324  i
 10.9091 -17.0928  i
 14.5455 -17.8567  i
 18.1818 -18.6211  i
 21.8182 -19.383  i
 25.4545 -20.1392  i
 29.0909 -20.8867  i
 32.7273 -21.6226  i
 36.3636 -22.3438  i
 40 -23.0474  i
 43.6364 -23.7307  i
 47.2727 -24.3908  i
 50.9091 -25.0251  i
 54.5455 -25.6311  i
 58.1818 -26.2063  i
 61.8182 -26.7483  i
 65.4545 -27.2551  i
 69.0909 -27.7246  i
 72.7273 -28.1548  i
 76.3636 -28.544  i
 80 -28.8908  i
 83.6364 -29.1936  i
 87.2727 -29.4513  i
 90.9091 -29.6628  i
 94.5455 -29.8273  i
 98.1818 -29.9441  i
 101.818 -30.0127  i
 105.455 -30.0329  i
 109.091 -30.0046  i
 112.727 -29.9278  i
 116.364 -29.803  i
 120 -29.6306  i
 123.636 -29.4113  i
 127.273 -29.146  i
 130.909 -28.8357  i
 134.545 -28.4817  i
 138.182 -28.0855  i
 141.818 -27.6485  i
 145.455 -27.1727  i
 149.091 -26.6599  i
 152.727 -26.1121  i
 156.364 -25.5316  i
 160 -24.9207  i
 163.636 -24.2819  i
 167.273 -23.6177  i
 170.909 -22.9308  i
 174.545 -22.224  i
 178.182 -21.5002  i
 181.818 -20.7621  i
 185.455 -20.0129  i
 189.091 -19.2555  i
 192.727 -18.493  i
 196.364 -17.7285  i
 200 -16.965  i
 203.636 -16.2055  i
 207.273 -15.4533  i
 210.909 -14.7112  i
 214.545 -13.9823  i
 218.182 -13.2695  i
 221.818 -12.5757  i
 225.455 -11.9037  i
 229.091 -11.2561  i
 232.727 -10.6357  i
 236.364 -10.0448  i
 240 -9.48591  i
 243.636 -8.96122  i
 247.273 -8.47287  i
 250.909 -8.02282  i
 254.545 -7.61287  i
 258.182 -7.24469  i
 261.818 -6.91974  i
 265.455 -6.63935  i
 269.091 -6.40464  i
 272.727 -6.21655  i
 276.364 -6.07585  i
 280 -5.98309  i
 283.636 -5.93865  i
 287.273 -5.94272  i
 290.909 -5.99527  i
 294.545 -6.0961  i
 298.182 -6.24479  i
 301.818 -6.44076  i
 305.455 -6.6832  i
 309.091 -6.97114  i
 312.727 -7.30343  i
 316.364 -7.67873  i
 320 -8.09551  i
 323.636 -8.55212  i
 327.273 -9.0467  i
 330.909 -9.57727  i
 334.545 -10.1417  i
 338.182 -10.7377  i
 341.818 -11.3629  i
 345.455 -12.0147  i
 349.091 -12.6906  i
 352.727 -13.3878  i
 356.364 -14.1034  i
 360 -14.8348  i

