
# Curve 0 of 1, 100 points
# Curve title: "phiminus(x)"
# x y type
 0 -14.1523  i
 3.63636 -14.8591  i
 7.27273 -15.5743  i
 10.9091 -16.2951  i
 14.5455 -17.0184  i
 18.1818 -17.7414  i
 21.8182 -18.4612  i
 25.4545 -19.1749  i
 29.0909 -19.8796  i
 32.7273 -20.5724  i
 36.3636 -21.2506  i
 40 -21.9115  i
 43.6364 -22.5524  i
 47.2727 -23.1706  i
 50.9091 -23.7638  i
 54.5455 -24.3295  i
 58.1818 -24.8655  i
 61.8182 -25.3696  i
 65.4545 -25.8397  i
 69.0909 -26.274  i
 72.7273 -26.6707  i
 76.3636 -27.0282  i
 80 -27.3451  i
 83.6364 -27.6201  i
 87.2727 -27.8522  i
 90.9091 -28.0402  i
 94.5455 -28.1836  i
 98.1818 -28.2818  i
 101.818 -28.3342  i
 105.455 -28.3408  i
 109.091 -28.3015  i
 112.727 -28.2164  i
 116.364 -28.086  i
 120 -27.9106  i
 123.636 -27.6911  i
 127.273 -27.4283  i
 130.909 -27.1233  i
 134.545 -26.7773  i
 138.182 -26.3917  i
 141.818 -25.968  i
 145.455 -25.508  i
 149.091 -25.0134  i
 152.727 -24.4864  i
 156.364 -23.929  i
 160 -23.3435  i
 163.636 -22.7321  i
 167.273 -22.0975  i
 170.909 -21.4421  i
 174.545 -20.7686  i
 178.182 -20.0796  i
 181.818 -19.378  i
 185.455 -18.6667  i
 189.091 -17.9483  i
 192.727 -17.2259  i
 196.364 -16.5024  i
 200 -15.7806  i
 203.636 -15.0635  i
 207.273 -14.354  i
 210.909 -13.6549  i
 214.545 -12.969  i
 218.182 -12.2991  i
 221.818 -11.6479  i
 225.455 -11.018  i
 229.091 -10.412  i
 232.727 -9.83223  i
 236.364 -9.28112  i
 240 -8.76085  i
 243.636 -8.27351  i
 247.273 -7.82108  i
 250.909 -7.40538  i
 254.545 -7.02807  i
 258.182 -6.69068  i
 261.818 -6.39456  i
 265.455 -6.14091  i
 269.091 -5.93075  i
 272.727 -5.76493  i
 276.364 -5.64411  i
 280 -5.56878  i
 283.636 -5.53924  i
 287.273 -5.55561  i
 290.909 -5.61783  i
 294.545 -5.72565  i
 298.182 -5.87862  i
 301.818 -6.07615  i
 305.455 -6.31742  i
 309.091 -6.60147  i
 312.727 -6.92715  i
 316.364 -7.29316  i
 320 -7.69802  i
 323.636 -8.14009  i
 327.273 -8.61761  i
 330.909 -9.12864  i
 334.545 -9.67113  i
 338.182 -10.2429  i
 341.818 -10.8416  i
 345.455 -11.4649  i
 349.091 -12.1103  i
 352.727 -12.7751  i
 356.364 -13.4567  i
 360 -14.1523  i

