-4.0000 +0.0336 +0.1963 +0.1132 +0.0806 +0.0503 +0.2348
-3.9140 +0.0400 +0.1867 +0.1222 +0.0796 +0.0493 +0.2195
-3.8280 +0.0351 +0.1827 +0.1216 +0.0813 +0.0500 +0.2241
-3.7419 +0.0392 +0.1903 +0.1131 +0.0805 +0.0490 +0.2298
-3.6559 +0.0371 +0.1947 +0.1206 +0.0786 +0.0492 +0.2335
-3.5699 +0.0363 +0.2000 +0.1155 +0.0835 +0.0525 +0.2247
-3.4839 +0.0395 +0.1933 +0.1198 +0.0805 +0.0507 +0.2211
-3.3978 +0.0316 +0.1788 +0.1180 +0.0813 +0.0504 +0.2295
-3.3118 +0.0374 +0.1909 +0.1187 +0.0834 +0.0511 +0.2281
-3.2258 +0.0336 +0.1853 +0.1124 +0.0789 +0.0487 +0.2319
-3.1398 +0.0375 +0.2051 +0.1110 +0.0805 +0.0496 +0.2395
-3.0538 +0.0360 +0.1968 +0.1205 +0.0799 +0.0526 +0.2369
-2.9677 +0.0319 +0.1990 +0.1238 +0.0838 +0.0485 +0.2355
-2.8817 +0.0389 +0.1896 +0.1173 +0.0858 +0.0479 +0.2409
-2.7957 +0.0421 +0.2024 +0.1181 +0.0793 +0.0516 +0.2299
-2.7097 +0.0363 +0.1948 +0.1195 +0.0816 +0.0537 +0.2311
-2.6237 +0.0426 +0.1918 +0.1202 +0.0856 +0.0507 +0.2248
-2.5376 +0.0371 +0.1969 +0.1190 +0.0842 +0.0459 +0.2205
-2.4516 +0.0371 +0.1959 +0.1180 +0.0854 +0.0470 +0.2185
-2.3656 +0.0461 +0.1934 +0.1148 +0.0875 +0.0473 +0.2044
-2.2796 +0.0368 +0.1809 +0.1174 +0.0828 +0.0502 +0.2119
-2.1935 +0.0432 +0.1882 +0.1203 +0.0810 +0.0525 +0.2067
-2.1075 +0.0387 +0.1870 +0.1208 +0.0774 +0.0528 +0.2081
-2.0215 +0.0366 +0.1787 +0.1161 +0.0811 +0.0529 +0.1960
-1.9355 +0.0408 +0.1836 +0.1301 +0.0801 +0.0491 +0.2051
-1.8495 +0.0331 +0.1894 +0.1090 +0.0819 +0.0467 +0.2117
-1.7634 +0.0346 +0.1812 +0.1109 +0.0823 +0.0493 +0.2266
-1.6774 +0.0363 +0.1878 +0.1211 +0.0724 +0.0477 +0.2229
-1.5914 +0.0330 +0.1862 +0.1156 +0.0806 +0.0479 +0.2264
-1.5054 +0.0343 +0.1834 +0.1143 +0.0860 +0.0475 +0.2198
-1.4194 +0.0382 +0.1926 +0.1221 +0.0783 +0.0462 +0.2178
-1.3333 +0.0403 +0.1827 +0.1174 +0.0866 +0.0462 +0.2167
-1.2473 +0.0351 +0.1787 +0.1127 +0.0782 +0.0457 +0.2174
-1.1613 +0.0373 +0.1951 +0.1258 +0.0767 +0.0516 +0.2235
-1.0753 +0.0384 +0.2039 +0.1158 +0.0795 +0.0459 +0.2286
-0.9892 +0.0329 +0.2068 +0.1130 +0.0882 +0.0494 +0.2297
-0.9032 +0.0397 +0.2126 +0.1144 +0.0824 +0.0492 +0.2370
-0.8172 +0.0370 +0.2013 +0.0989 +0.0863 +0.0495 +0.2446
-0.7312 +0.0373 +0.2047 +0.1068 +0.0823 +0.0528 +0.2476
-0.6452 +0.0373 +0.2012 +0.1165 +0.0791 +0.0483 +0.2398
-0.5591 +0.0351 +0.1823 +0.1256 +0.0871 +0.0439 +0.2210
-0.4731 +0.0322 +0.1597 +0.1349 +0.0833 +0.0507 +0.1941
-0.3871 +0.0366 +0.1358 +0.1411 +0.0905 +0.0474 +0.1605
-0.3011 +0.0301 +0.1110 +0.1710 +0.0850 +0.0505 +0.1203
-0.2151 +0.0332 +0.0782 +0.1771 +0.0839 +0.0434 +0.0833
-0.1290 +0.0323 +0.0497 +0.1950 +0.0813 +0.0414 +0.0435
-0.0430 +0.0293 +0.0382 +0.2013 +0.0908 +0.0409 +0.0277
+0.0430 +0.0297 +0.0371 +0.2087 +0.0874 +0.0438 +0.0259
+0.1290 +0.0304 +0.0468 +0.1857 +0.0879 +0.0457 +0.0364
+0.2151 +0.0349 +0.0755 +0.1918 +0.0844 +0.0466 +0.0607
+0.3011 +0.0301 +0.1024 +0.1711 +0.0828 +0.0438 +0.1020
+0.3871 +0.0339 +0.1250 +0.1549 +0.0784 +0.0463 +0.1435
+0.4731 +0.0384 +0.1563 +0.1419 +0.0875 +0.0508 +0.1838
+0.5591 +0.0374 +0.1869 +0.1235 +0.0853 +0.0503 +0.2172
+0.6452 +0.0383 +0.1941 +0.1145 +0.0807 +0.0534 +0.2411
+0.7312 +0.0381 +0.2113 +0.1095 +0.0832 +0.0517 +0.2465
+0.8172 +0.0445 +0.2000 +0.1064 +0.0889 +0.0543 +0.2574
+0.9032 +0.0350 +0.2143 +0.1150 +0.0792 +0.0489 +0.2514
+0.9892 +0.0416 +0.2085 +0.1190 +0.0882 +0.0537 +0.2493
+1.0753 +0.0407 +0.1990 +0.1238 +0.0804 +0.0541 +0.2346
+1.1613 +0.0334 +0.2032 +0.1214 +0.0839 +0.0545 +0.2243
+1.2473 +0.0370 +0.1956 +0.1199 +0.0849 +0.0547 +0.2264
+1.3333 +0.0348 +0.1854 +0.1250 +0.0830 +0.0503 +0.2225
+1.4194 +0.0374 +0.1832 +0.1186 +0.0815 +0.0460 +0.2193
+1.5054 +0.0365 +0.1891 +0.1188 +0.0800 +0.0513 +0.2256
+1.5914 +0.0365 +0.1901 +0.1238 +0.0858 +0.0474 +0.2244
+1.6774 +0.0360 +0.1869 +0.1199 +0.0809 +0.0496 +0.2256
+1.7634 +0.0318 +0.1887 +0.1208 +0.0855 +0.0520 +0.2217
+1.8495 +0.0381 +0.1913 +0.1151 +0.0832 +0.0447 +0.2211
+1.9355 +0.0370 +0.1909 +0.1133 +0.0829 +0.0484 +0.2172
+2.0215 +0.0374 +0.1851 +0.1178 +0.0851 +0.0508 +0.2194
+2.1075 +0.0367 +0.1848 +0.1174 +0.0869 +0.0485 +0.2125
+2.1935 +0.0350 +0.1861 +0.1157 +0.0777 +0.0480 +0.2191
+2.2796 +0.0364 +0.1868 +0.1177 +0.0858 +0.0497 +0.2155
+2.3656 +0.0372 +0.1790 +0.1176 +0.0773 +0.0526 +0.2102
+2.4516 +0.0381 +0.1791 +0.1194 +0.0805 +0.0480 +0.2152
+2.5376 +0.0353 +0.1882 +0.1145 +0.0838 +0.0470 +0.2207
+2.6237 +0.0353 +0.1858 +0.1153 +0.0755 +0.0449 +0.2236
+2.7097 +0.0371 +0.1903 +0.1199 +0.0819 +0.0520 +0.2234
+2.7957 +0.0355 +0.1958 +0.1236 +0.0812 +0.0459 +0.2305
+2.8817 +0.0393 +0.1916 +0.1109 +0.0754 +0.0473 +0.2231
+2.9677 +0.0399 +0.1912 +0.1179 +0.0803 +0.0498 +0.2278
+3.0538 +0.0330 +0.1969 +0.1151 +0.0823 +0.0514 +0.2187
+3.1398 +0.0372 +0.1932 +0.1173 +0.0781 +0.0473 +0.2261
+3.2258 +0.0387 +0.1958 +0.1132 +0.0799 +0.0494 +0.2251
+3.3118 +0.0373 +0.1938 +0.1171 +0.0876 +0.0520 +0.2229
+3.3978 +0.0388 +0.1858 +0.1132 +0.0836 +0.0506 +0.2316
+3.4839 +0.0381 +0.1898 +0.1094 +0.0831 +0.0496 +0.2278
+3.5699 +0.0388 +0.1837 +0.1189 +0.0789 +0.0519 +0.2232
+3.6559 +0.0358 +0.1957 +0.1202 +0.0767 +0.0463 +0.2262
+3.7419 +0.0379 +0.1925 +0.1208 +0.0845 +0.0541 +0.2266
+3.8280 +0.0383 +0.1967 +0.1214 +0.0847 +0.0462 +0.2294
+3.9140 +0.0372 +0.2026 +0.1220 +0.0831 +0.0525 +0.2241
+4.0000 +0.0392 +0.1940 +0.1168 +0.0793 +0.0489 +0.2276
