# Quantum Classical Visibility
AB 6224 4645 -0.1977
AC 3377 5068 0.3762
AD 215 1011 0.8199
BC 1241 1.311e+04 0.9197
BD 1809 2505 0.3801
CD 4644 2652 -0.6308
