
# Curve 0 of 1, 100 points
# Curve title: "phiminus(x)"
# x y type
 0 -13.7399  i
 3.63636 -14.424  i
 7.27273 -15.1168  i
 10.9091 -15.8155  i
 14.5455 -16.5174  i
 18.1818 -17.2196  i
 21.8182 -17.9193  i
 25.4545 -18.6136  i
 29.0909 -19.2998  i
 32.7273 -19.9751  i
 36.3636 -20.6368  i
 40 -21.2822  i
 43.6364 -21.9088  i
 47.2727 -22.5139  i
 50.9091 -23.0952  i
 54.5455 -23.6503  i
 58.1818 -24.177  i
 61.8182 -24.6732  i
 65.4545 -25.1368  i
 69.0909 -25.566  i
 72.7273 -25.9591  i
 76.3636 -26.3145  i
 80 -26.6308  i
 83.6364 -26.9066  i
 87.2727 -27.1409  i
 90.9091 -27.3328  i
 94.5455 -27.4814  i
 98.1818 -27.5861  i
 101.818 -27.6466  i
 105.455 -27.6626  i
 109.091 -27.634  i
 112.727 -27.561  i
 116.364 -27.4438  i
 120 -27.2829  i
 123.636 -27.079  i
 127.273 -26.8328  i
 130.909 -26.5454  i
 134.545 -26.218  i
 138.182 -25.8518  i
 141.818 -25.4483  i
 145.455 -25.0092  i
 149.091 -24.5361  i
 152.727 -24.0311  i
 156.364 -23.4962  i
 160 -22.9334  i
 163.636 -22.3452  i
 167.273 -21.7337  i
 170.909 -21.1016  i
 174.545 -20.4513  i
 178.182 -19.7855  i
 181.818 -19.1068  i
 185.455 -18.4181  i
 189.091 -17.7219  i
 192.727 -17.0212  i
 196.364 -16.3189  i
 200 -15.6176  i
 203.636 -14.9202  i
 207.273 -14.2296  i
 210.909 -13.5485  i
 214.545 -12.8797  i
 218.182 -12.2258  i
 221.818 -11.5895  i
 225.455 -10.9733  i
 229.091 -10.3798  i
 232.727 -9.81134  i
 236.364 -9.27016  i
 240 -8.75847  i
 243.636 -8.27833  i
 247.273 -7.83167  i
 250.909 -7.4203  i
 254.545 -7.04586  i
 258.182 -6.70987  i
 261.818 -6.41368  i
 265.455 -6.15848  i
 269.091 -5.9453  i
 272.727 -5.775  i
 276.364 -5.64826  i
 280 -5.56559  i
 283.636 -5.52733  i
 287.273 -5.53363  i
 290.909 -5.58447  i
 294.545 -5.67963  i
 298.182 -5.81875  i
 301.818 -6.00125  i
 305.455 -6.2264  i
 309.091 -6.4933  i
 312.727 -6.80087  i
 316.364 -7.14787  i
 320 -7.53291  i
 323.636 -7.95443  i
 327.273 -8.41074  i
 330.909 -8.9  i
 334.545 -9.42024  i
 338.182 -9.96936  i
 341.818 -10.5452  i
 345.455 -11.1453  i
 349.091 -11.7674  i
 352.727 -12.4089  i
 356.364 -13.0673  i
 360 -13.7399  i

