# Quantum Classical Visibility
AB 1932 1059 -0.7653
AC 2121 2432 0.2053
AD 536 594 0.2077
BC 7466 1.258e+04 0.4859
BD 1770 3135 0.5101
CD 2706 1164 -1.098
