x AB AC AD BC BD CD
-4.0 0.146545805099 0.183426103135 0.154384046004 0.176226417238 0.127646056447 0.039444262281 
-3.9 0.146545792335 0.18342611121 0.154384044456 0.17622639913 0.127646059033 0.0394442607022 
-3.8 0.146545765233 0.183426128356 0.154384041168 0.176226360678 0.127646064525 0.0394442573496 
-3.7 0.146545708856 0.183426164023 0.154384034328 0.176226280693 0.127646075949 0.0394442503757 
-3.6 0.146545593985 0.183426236697 0.154384020393 0.176226117718 0.127646099225 0.039444236166 
-3.5 0.146545364728 0.183426381736 0.15438399258 0.176225792458 0.12764614568 0.0394442078068 
-3.4 0.146544916587 0.183426665255 0.154383938214 0.176225156651 0.127646236488 0.0394441523712 
-3.3 0.146544058615 0.183427208053 0.154383834129 0.176223939393 0.127646410342 0.0394440462392 
-3.2 0.146542449927 0.183428225794 0.154383638971 0.176221657049 0.127646736314 0.0394438472429 
-3.1 0.146539496085 0.18343009455 0.154383280625 0.17621746625 0.12764733486 0.0394434818496 
-3.0 0.146534184879 0.1834334547 0.154382636295 0.176209930913 0.127648411084 0.039442824848 
-2.9 0.14652483383 0.183439370668 0.154381501871 0.176196664001 0.127650305913 0.0394416681136 
-2.8 0.146508714148 0.183449568831 0.154379546308 0.176173794008 0.127653572289 0.0394396740924 
-2.7 0.146481509319 0.183466780044 0.15437624595 0.176135196832 0.127659084879 0.0394363088272 
-2.6 0.146436563509 0.18349521514 0.15437079334 0.176071429427 0.127668192373 0.0394307489844 
-2.5 0.146363878986 0.183541199212 0.154361975604 0.175968307389 0.12768292064 0.0394217578342 
-2.4 0.146248837448 0.183613980572 0.154348019319 0.175805090831 0.127706231826 0.0394075270779 
-2.3 0.146070652218 0.183726709969 0.154326402745 0.175552288405 0.127742337993 0.0393854853822 
-2.2 0.145800611019 0.183897552309 0.154293642647 0.175169164222 0.12779705719 0.0393520810088 
-2.1 0.145400244195 0.18415084553 0.154245072072 0.174601139001 0.127878184631 0.0393025552219 
-2.0 0.14481964818 0.184518161266 0.154174636959 0.173777411458 0.127995832412 0.0392307348991 
-1.9 0.143996299424 0.185039055221 0.154074752253 0.17260927556 0.128162669855 0.0391288858132 
-1.8 0.142854792735 0.185761232705 0.153936270158 0.170989749287 0.128393976522 0.0389876802644 
-1.7 0.141308004787 0.186739812542 0.153748621293 0.16879522538 0.128707406456 0.0387963410082 
-1.6 0.139260187655 0.188035369931 0.15350018998 0.165889860324 0.129122361322 0.0385430239278 
-1.5 0.13661240745 0.18971049568 0.153178974036 0.162133290479 0.129658888371 0.0382154907997 
-1.4 0.133270535863 0.191824740336 0.152773554268 0.157391970183 0.130336061083 0.0378020978555 
-1.3 0.129155671038 0.194428021382 0.152274358683 0.151553956483 0.131169867558 0.0372930848546 
-1.2 0.124216427953 0.197552847703 0.151675153497 0.144546346262 0.132170720088 0.0366820954171 
-1.1 0.118442048059 0.201206025723 0.150974633536 0.136353875702 0.133340798707 0.0359677986993 
-1.0 0.111874814159 0.205360805108 0.150177928344 0.127036534034 0.134671535532 0.0351554251275 
-0.9 0.104619921035 0.209950634075 0.149297799646 0.116743567616 0.136141614654 0.0342579874042 
-0.8 0.0968508493564 0.21486575958 0.148355293283 0.105721104222 0.137715883202 0.0332969452661 
-0.7 0.0888085021101 0.219953773659 0.147379634443 0.094310927847 0.139345526337 0.0323020986599 
-0.6 0.0807929242062 0.225024852036 0.146407223132 0.0829387307966 0.140969745126 0.0313105634487 
-0.5 0.0731473048557 0.229861875072 0.14547969341 0.07209141687 0.142518998187 0.0303647924903 
-0.4 0.0662350526715 0.234234931264 0.144641132262 0.0622845763846 0.143919647025 0.0295097398028 
-0.3 0.0604118653089 0.23791898747 0.143934691213 0.0540228596445 0.145099615636 0.0287894055511 
-0.2 0.0559956832369 0.240712897738 0.14339894127 0.0477573484941 0.145994478861 0.0282431192976 
-0.1 0.0532380211532 0.242457540574 0.143064394986 0.0438448824198 0.14655327158 0.0279019936683 
0.0 0.0523002622277 0.243050816451 0.142950630589 0.0425144257248 0.146743292273 0.027785991927 
0.1 0.0532380211532 0.242457540574 0.143064394986 0.0438448824198 0.14655327158 0.0279019936683 
0.2 0.0559956832369 0.240712897738 0.14339894127 0.0477573484941 0.145994478861 0.0282431192976 
0.3 0.0604118653089 0.23791898747 0.143934691213 0.0540228596445 0.145099615636 0.0287894055511 
0.4 0.0662350526715 0.234234931264 0.144641132262 0.0622845763846 0.143919647025 0.0295097398028 
0.5 0.0731473048557 0.229861875072 0.14547969341 0.07209141687 0.142518998187 0.0303647924903 
0.6 0.0807929242062 0.225024852036 0.146407223132 0.0829387307966 0.140969745126 0.0313105634487 
0.7 0.0888085021101 0.219953773659 0.147379634443 0.094310927847 0.139345526337 0.0323020986599 
0.8 0.0968508493564 0.21486575958 0.148355293283 0.105721104222 0.137715883202 0.0332969452661 
0.9 0.104619921035 0.209950634075 0.149297799646 0.116743567616 0.136141614654 0.0342579874042 
1.0 0.111874814159 0.205360805108 0.150177928344 0.127036534034 0.134671535532 0.0351554251275 
1.1 0.118442048059 0.201206025723 0.150974633536 0.136353875702 0.133340798707 0.0359677986993 
1.2 0.124216427953 0.197552847703 0.151675153497 0.144546346262 0.132170720088 0.0366820954171 
1.3 0.129155671038 0.194428021382 0.152274358683 0.151553956483 0.131169867558 0.0372930848546 
1.4 0.133270535863 0.191824740336 0.152773554268 0.157391970183 0.130336061083 0.0378020978555 
1.5 0.13661240745 0.18971049568 0.153178974036 0.162133290479 0.129658888371 0.0382154907997 
1.6 0.139260187655 0.188035369931 0.15350018998 0.165889860324 0.129122361322 0.0385430239278 
