
# Curve 0 of 1, 100 points
# Curve title: "phiplus(x)"
# x y type
 0  56.2961  i
 3.63636  52.7517  i
 7.27273  49.2079  i
 10.9091  45.6643  i
 14.5455  42.1205  i
 18.1818  38.5763  i
 21.8182  35.0311  i
 25.4545  31.4846  i
 29.0909  27.9365  i
 32.7273  24.3865  i
 36.3636  20.8341  i
 40  17.279  i
 43.6364  13.721  i
 47.2727  10.1596  i
 50.9091  6.59465  i
 54.5455  3.02577  i
 58.1818 -0.547284  i
 61.8182 -4.12476  i
 65.4545 -7.70691  i
 69.0909 -11.2939  i
 72.7273 -14.886  i
 76.3636 -18.4834  i
 80 -22.0862  i
 83.6364 -25.6945  i
 87.2727 -29.3085  i
 90.9091 -32.9283  i
 94.5455 -36.5539  i
 98.1818 -40.1853  i
 101.818 -43.8226  i
 105.455 -47.4658  i
 109.091 -51.1149  i
 112.727 -54.7698  i
 116.364 -58.4304  i
 120 -62.0966  i
 123.636 -65.7683  i
 127.273 -69.4454  i
 130.909 -73.1277  i
 134.545 -76.815  i
 138.182 -80.5072  i
 141.818 -84.2039  i
 145.455 -87.905  i
 149.091 -91.6101  i
 152.727 -95.3191  i
 156.364 -99.0316  i
 160 -102.747  i
 163.636 -106.466  i
 167.273 -110.187  i
 170.909 -113.91  i
 174.545 -117.636  i
 178.182 -121.362  i
 181.818 -125.09  i
 185.455 -128.819  i
 189.091 -132.548  i
 192.727 -136.277  i
 196.364 -140.006  i
 200 -143.734  i
 203.636 -147.461  i
 207.273 -151.186  i
 210.909 -154.91  i
 214.545 -158.632  i
 218.182 -162.351  i
 221.818 -166.067  i
 225.455 -169.78  i
 229.091 -173.489  i
 232.727 -177.195  i
 236.364 -180.897  i
 240 -184.595  i
 243.636 -188.287  i
 247.273 -191.976  i
 250.909 -195.659  i
 254.545 -199.337  i
 258.182 -203.01  i
 261.818 -206.677  i
 265.455 -210.338  i
 269.091 -213.994  i
 272.727 -217.644  i
 276.364 -221.288  i
 280 -224.927  i
 283.636 -228.559  i
 287.273 -232.186  i
 290.909 -235.807  i
 294.545 -239.422  i
 298.182 -243.031  i
 301.818 -246.635  i
 305.455 -250.233  i
 309.091 -253.826  i
 312.727 -257.414  i
 316.364 -260.997  i
 320 -264.575  i
 323.636 -268.149  i
 327.273 -271.718  i
 330.909 -275.284  i
 334.545 -278.846  i
 338.182 -282.405  i
 341.818 -285.96  i
 345.455 -289.513  i
 349.091 -293.063  i
 352.727 -296.612  i
 356.364 -300.158  i
 360 -303.704  i

