-4.0000 +0.1324 +0.1998 +0.1643 +0.1719 +0.1265 +0.0361
-3.9140 +0.1354 +0.1924 +0.1682 +0.1732 +0.1281 +0.0391
-3.8280 +0.1408 +0.1968 +0.1637 +0.1760 +0.1270 +0.0396
-3.7419 +0.1329 +0.2046 +0.1629 +0.1736 +0.1312 +0.0391
-3.6559 +0.1378 +0.1942 +0.1643 +0.1763 +0.1323 +0.0396
-3.5699 +0.1356 +0.2026 +0.1582 +0.1719 +0.1243 +0.0394
-3.4839 +0.1372 +0.1961 +0.1572 +0.1696 +0.1256 +0.0356
-3.3978 +0.1372 +0.1971 +0.1626 +0.1736 +0.1233 +0.0386
-3.3118 +0.1365 +0.1973 +0.1640 +0.1696 +0.1282 +0.0361
-3.2258 +0.1305 +0.1964 +0.1619 +0.1712 +0.1285 +0.0404
-3.1398 +0.1378 +0.1946 +0.1679 +0.1689 +0.1297 +0.0370
-3.0538 +0.1336 +0.1921 +0.1585 +0.1699 +0.1286 +0.0377
-2.9677 +0.1309 +0.1958 +0.1631 +0.1631 +0.1266 +0.0386
-2.8817 +0.1371 +0.1952 +0.1602 +0.1656 +0.1291 +0.0386
-2.7957 +0.1365 +0.1917 +0.1625 +0.1677 +0.1262 +0.0383
-2.7097 +0.1376 +0.2014 +0.1612 +0.1687 +0.1294 +0.0379
-2.6237 +0.1332 +0.1914 +0.1636 +0.1629 +0.1283 +0.0387
-2.5376 +0.1304 +0.2013 +0.1622 +0.1622 +0.1305 +0.0351
-2.4516 +0.1369 +0.2018 +0.1592 +0.1672 +0.1308 +0.0343
-2.3656 +0.1308 +0.1979 +0.1604 +0.1640 +0.1310 +0.0362
-2.2796 +0.1280 +0.1982 +0.1601 +0.1601 +0.1303 +0.0388
-2.1935 +0.1350 +0.2022 +0.1604 +0.1635 +0.1248 +0.0372
-2.1075 +0.1315 +0.1988 +0.1586 +0.1623 +0.1285 +0.0371
-2.0215 +0.1336 +0.1947 +0.1558 +0.1631 +0.1256 +0.0385
-1.9355 +0.1364 +0.2008 +0.1587 +0.1630 +0.1293 +0.0357
-1.8495 +0.1363 +0.1965 +0.1634 +0.1637 +0.1255 +0.0362
-1.7634 +0.1369 +0.1966 +0.1632 +0.1661 +0.1246 +0.0374
-1.6774 +0.1313 +0.1912 +0.1593 +0.1637 +0.1269 +0.0387
-1.5914 +0.1316 +0.1920 +0.1627 +0.1627 +0.1238 +0.0384
-1.5054 +0.1325 +0.1963 +0.1638 +0.1637 +0.1257 +0.0364
-1.4194 +0.1295 +0.1949 +0.1537 +0.1664 +0.1237 +0.0370
-1.3333 +0.1295 +0.1927 +0.1614 +0.1658 +0.1283 +0.0379
-1.2473 +0.1304 +0.2025 +0.1602 +0.1691 +0.1303 +0.0397
-1.1613 +0.1272 +0.1986 +0.1616 +0.1650 +0.1280 +0.0390
-1.0753 +0.1292 +0.1968 +0.1584 +0.1679 +0.1267 +0.0378
-0.9892 +0.1328 +0.1998 +0.1629 +0.1769 +0.1327 +0.0371
