
# Curve 0 of 1, 100 points
# Curve title: "phiplus(x)"
# x y type
 0  58.5452  i
 3.63636  55.0334  i
 7.27273  51.5167  i
 10.9091  47.9946  i
 14.5455  44.4666  i
 18.1818  40.9324  i
 21.8182  37.3915  i
 25.4545  33.8436  i
 29.0909  30.2882  i
 32.7273  26.725  i
 36.3636  23.1538  i
 40  19.5743  i
 43.6364  15.9862  i
 47.2727  12.3894  i
 50.9091  8.78366  i
 54.5455  5.16893  i
 58.1818  1.54509  i
 61.8182 -2.08791  i
 65.4545 -5.73007  i
 69.0909 -9.38139  i
 72.7273 -13.0418  i
 76.3636 -16.7112  i
 80 -20.3894  i
 83.6364 -24.0764  i
 87.2727 -27.7718  i
 90.9091 -31.4755  i
 94.5455 -35.1872  i
 98.1818 -38.9065  i
 101.818 -42.6332  i
 105.455 -46.3668  i
 109.091 -50.107  i
 112.727 -53.8534  i
 116.364 -57.6055  i
 120 -61.3629  i
 123.636 -65.1251  i
 127.273 -68.8915  i
 130.909 -72.6616  i
 134.545 -76.435  i
 138.182 -80.211  i
 141.818 -83.9891  i
 145.455 -87.7687  i
 149.091 -91.5492  i
 152.727 -95.3301  i
 156.364 -99.1108  i
 160 -102.891  i
 163.636 -106.669  i
 167.273 -110.446  i
 170.909 -114.22  i
 174.545 -117.991  i
 178.182 -121.758  i
 181.818 -125.521  i
 185.455 -129.28  i
 189.091 -133.033  i
 192.727 -136.781  i
 196.364 -140.523  i
 200 -144.258  i
 203.636 -147.986  i
 207.273 -151.707  i
 210.909 -155.421  i
 214.545 -159.126  i
 218.182 -162.824  i
 221.818 -166.513  i
 225.455 -170.193  i
 229.091 -173.864  i
 232.727 -177.527  i
 236.364 -181.18  i
 240 -184.825  i
 243.636 -188.46  i
 247.273 -192.086  i
 250.909 -195.703  i
 254.545 -199.311  i
 258.182 -202.909  i
 261.818 -206.5  i
 265.455 -210.081  i
 269.091 -213.654  i
 272.727 -217.219  i
 276.364 -220.776  i
 280 -224.326  i
 283.636 -227.869  i
 287.273 -231.404  i
 290.909 -234.934  i
 294.545 -238.457  i
 298.182 -241.975  i
 301.818 -245.488  i
 305.455 -248.996  i
 309.091 -252.501  i
 312.727 -256.002  i
 316.364 -259.5  i
 320 -262.995  i
 323.636 -266.489  i
 327.273 -269.982  i
 330.909 -273.474  i
 334.545 -276.965  i
 338.182 -280.458  i
 341.818 -283.951  i
 345.455 -287.446  i
 349.091 -290.944  i
 352.727 -294.444  i
 356.364 -297.947  i
 360 -301.455  i

