x AB AC AD BC BD CD
-4.0 0.335475128766 0.152003033492 0.189068937105 0.0412145988386 0.118354436354 0.072508622646 
-3.9 0.33547512979 0.152003034474 0.18906893446 0.0412146017505 0.118354430195 0.0725086141568 
-3.8 0.335475131965 0.152003036559 0.189068928844 0.0412146079341 0.118354417116 0.0725085961299 
-3.7 0.33547513649 0.152003040898 0.189068917162 0.0412146207968 0.118354389911 0.0725085586318 
-3.6 0.33547514571 0.152003049737 0.189068893359 0.0412146470051 0.118354334479 0.0725084822274 
-3.5 0.33547516411 0.152003067377 0.189068845853 0.041214699311 0.11835422385 0.0725083297416 
-3.4 0.335475200078 0.15200310186 0.189068752991 0.0412148015566 0.118354007595 0.0725080316679 
-3.3 0.335475268939 0.152003167879 0.189068575206 0.0412149973068 0.118353593574 0.0725074610031 
-3.2 0.335475398052 0.152003291663 0.18906824186 0.0412153643362 0.11835281729 0.072506391013 
-3.1 0.335475635127 0.152003518953 0.189067629777 0.0412160382687 0.118351391891 0.0725044263173 
-3.0 0.335476061405 0.152003927635 0.18906652921 0.0412172500446 0.118348828927 0.0725008936623 
-2.9 0.33547681192 0.152004647172 0.189064591524 0.0412193835291 0.118344316506 0.0724946739773 
-2.8 0.335478105685 0.152005887537 0.189061251269 0.0412230613082 0.118336537829 0.0724839522552 
-2.7 0.335480289145 0.152007980873 0.189055613994 0.0412292682139 0.118323409929 0.0724658574441 
-2.6 0.335483896496 0.152011439327 0.189046300506 0.0412395228055 0.118301720982 0.0724359625323 
-2.5 0.335489730156 0.152017032198 0.189031239114 0.0412561061112 0.118266646505 0.0723876177052 
-2.4 0.33549896339 0.152025884323 0.189007400672 0.041282353363 0.118211132323 0.0723110998578 
-2.3 0.335513264537 0.152039595179 0.188970477851 0.041323007136 0.118125147666 0.0721925830993 
-2.2 0.335534938044 0.152060374095 0.188914521009 0.0413846182677 0.117994837202 0.0720129699648 
-2.1 0.335567071486 0.152091181203 0.188831558619 0.0414759637852 0.117801637102 0.0717466730428 
-2.0 0.335613670123 0.152135856444 0.188711249866 0.041608429415 0.117521466016 0.0713604998572 
-1.9 0.335679752096 0.152199210831 0.188540638874 0.0417962801902 0.117124152722 0.0708128639732 
-1.8 0.335771369424 0.152287046582 0.188304100485 0.0420567201495 0.116573309863 0.0700536109587 
-1.7 0.335895514628 0.152406067593 0.187983581357 0.0424096268769 0.115826895406 0.069024792273 
-1.6 0.336059872434 0.152563641401 0.187559240992 0.0428768456986 0.114838705451 0.0676627228741 
-1.5 0.336272383278 0.15276738069 0.187010578712 0.0434809488328 0.113560998687 0.0659015986327 
