-4.0000 +0.3070 +0.1614 +0.1860 +0.0405 +0.1234 +0.0841
-3.9140 +0.3120 +0.1608 +0.1886 +0.0394 +0.1217 +0.0840
-3.8280 +0.3151 +0.1641 +0.1875 +0.0401 +0.1251 +0.0837
-3.7419 +0.3152 +0.1609 +0.1888 +0.0399 +0.1210 +0.0883
-3.6559 +0.3120 +0.1597 +0.1900 +0.0408 +0.1207 +0.0820
-3.5699 +0.3131 +0.1626 +0.1841 +0.0394 +0.1193 +0.0847
-3.4839 +0.3138 +0.1608 +0.1879 +0.0433 +0.1232 +0.0856
-3.3978 +0.3148 +0.1591 +0.1812 +0.0383 +0.1206 +0.0856
-3.3118 +0.3146 +0.1646 +0.1885 +0.0389 +0.1237 +0.0835
-3.2258 +0.3144 +0.1571 +0.1851 +0.0414 +0.1196 +0.0849
-3.1398 +0.3116 +0.1615 +0.1905 +0.0410 +0.1254 +0.0843
-3.0538 +0.3214 +0.1647 +0.1827 +0.0427 +0.1248 +0.0796
-2.9677 +0.3163 +0.1609 +0.1884 +0.0370 +0.1222 +0.0844
-2.8817 +0.3177 +0.1638 +0.1862 +0.0411 +0.1256 +0.0835
-2.7957 +0.3218 +0.1675 +0.1870 +0.0418 +0.1270 +0.0828
-2.7097 +0.3173 +0.1600 +0.1896 +0.0415 +0.1243 +0.0824
-2.6237 +0.3106 +0.1566 +0.1777 +0.0407 +0.1250 +0.0829
-2.5376 +0.3148 +0.1617 +0.1888 +0.0407 +0.1243 +0.0812
-2.4516 +0.3173 +0.1640 +0.1906 +0.0391 +0.1216 +0.0815
-2.3656 +0.3143 +0.1602 +0.1827 +0.0388 +0.1254 +0.0782
-2.2796 +0.3139 +0.1652 +0.1887 +0.0423 +0.1217 +0.0805
-2.1935 +0.3137 +0.1614 +0.1855 +0.0431 +0.1203 +0.0786
-2.1075 +0.3147 +0.1678 +0.1831 +0.0417 +0.1210 +0.0765
-2.0215 +0.3149 +0.1599 +0.1835 +0.0401 +0.1215 +0.0776
-1.9355 +0.3158 +0.1612 +0.1840 +0.0411 +0.1225 +0.0827
-1.8495 +0.3184 +0.1594 +0.1838 +0.0401 +0.1218 +0.0844
-1.7634 +0.3167 +0.1622 +0.1831 +0.0389 +0.1230 +0.0838
-1.6774 +0.3194 +0.1610 +0.1882 +0.0408 +0.1221 +0.0866
-1.5914 +0.3082 +0.1606 +0.1853 +0.0387 +0.1189 +0.0873
-1.5054 +0.3138 +0.1619 +0.1820 +0.0413 +0.1193 +0.0842
-1.4194 +0.3155 +0.1563 +0.1892 +0.0393 +0.1242 +0.0836
-1.3333 +0.3124 +0.1562 +0.1892 +0.0413 +0.1213 +0.0843
-1.2473 +0.3151 +0.1596 +0.1898 +0.0396 +0.1185 +0.0818
-1.1613 +0.3150 +0.1592 +0.1875 +0.0411 +0.1214 +0.0781
-1.0753 +0.3105 +0.1559 +0.1908 +0.0419 +0.1185 +0.0809
-0.9892 +0.3085 +0.1594 +0.1843 +0.0414 +0.1217 +0.0822
-0.9032 +0.3103 +0.1617 +0.1895 +0.0393 +0.1234 +0.0850
-0.8172 +0.3157 +0.1591 +0.1894 +0.0415 +0.1212 +0.0839
-0.7312 +0.3135 +0.1595 +0.1882 +0.0412 +0.1220 +0.0869
-0.6452 +0.3192 +0.1625 +0.1865 +0.0410 +0.1229 +0.0803
-0.5591 +0.3184 +0.1634 +0.1801 +0.0399 +0.1213 +0.0819
-0.4731 +0.3133 +0.1675 +0.1798 +0.0446 +0.1125 +0.0673
-0.3871 +0.3191 +0.1694 +0.1798 +0.0463 +0.1108 +0.0600
-0.3011 +0.3206 +0.1672 +0.1700 +0.0492 +0.1018 +0.0470
-0.2151 +0.3226 +0.1695 +0.1675 +0.0507 +0.0968 +0.0364
-0.1290 +0.3222 +0.1704 +0.1578 +0.0543 +0.0915 +0.0267
-0.0430 +0.3221 +0.1761 +0.1552 +0.0535 +0.0906 +0.0184
+0.0430 +0.3265 +0.1777 +0.1543 +0.0560 +0.0890 +0.0181
