AG 0
BG 1
CG 1
DG 1
EG 1
FG 1
GH -1
GI -1
GJ -1
GK -1
GL -1
GM 1
GN -1
GO 0
GJ 1
GK 1
GL 1
GM 0
GN 0
GO 0
