AE -1
BE -1
CE -1
DE -1
EF -1
EG 1
EH 1
EI 1
EJ 1
EK 1
EL 1
EM -1
EN 1
EO 1
EJ -1
EK -1
EL -1
EM -1
EN 0
EO 0
