AD -1
BD -1
CD -1
DE -1
DF 1
DG 1
DH -1
DI 1
DJ 1
DK 1
DL -1
DM 1
DN 1
DO -1
DJ -1
DK -1
DL -1
DM -1
DN -1
DO 0
