# Quantum Classical Visibility
AB 7489 1.305e+04 0.3013
AC 4450 2820 -1.05
AD 4347 5570 0.09569
BC 6132 1.142e+04 0.3958
BD 3196 2365 -0.6656
CD 4659 5508 0.09815
