# Quantum Classical Visibility
AB 5499 4100 -0.1944
AC 1264 1186 0.06689
AD 2069 3603 0.5197
BC 353 3533 0.9181
BD 2520 1.045e+04 0.7993
CD 6479 3300 -0.7943
